blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
CodeLlama,3,75,0,22,0.9615384615384616
Gemma,60,27,3,10,0.3103448275862069
Mixtral,10,32,1,57,0.7619047619047619
MixtralExpert,12,31,10,47,0.7209302325581395
Phi,12,17,2,69,0.5862068965517241
