blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
8526-InitialMTTokenIMT._transferFrom,9,15,16,88,0.625
7362-FileCoinCash.FileCoinCash,17,7,60,44,0.2916666666666667
8002-LiterallyMinecraft.getCatImage,22,2,71,33,0.08333333333333333
