blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
8526-InitialMTTokenIMT._transferFrom,100,22,6,0,0.18032786885245902
8002-LiterallyMinecraft.getCatImage,107,15,6,0,0.12295081967213115
7362-FileCoinCash.FileCoinCash,112,10,6,0,0.08196721311475409
2872-TeamTokenLock.getAllowedAmountByTeam,116,6,5,1,0.04918032786885246
4953-VIRALTOKEN.approveAndCall,116,6,6,0,0.04918032786885246
5588-CustomToken.CustomToken,116,6,6,0,0.04918032786885246
1437-Token.decision,117,5,6,0,0.040983606557377046
4073-ArtStamp.signEscrow,117,5,6,0,0.040983606557377046
1488-BatchTransfer.transferFrom,118,4,6,0,0.03278688524590164
159-SingleSourceIdentity.claim,118,4,6,0,0.03278688524590164
3407-Functions.decreaseApproval,118,4,6,0,0.03278688524590164
4695-ETHx2.purchase,118,4,6,0,0.03278688524590164
5805-POH.joinwithreferral,118,4,6,0,0.03278688524590164
5996-MNYTiers.loadData,118,4,6,0,0.03278688524590164
6411-Queue._queue,118,4,6,0,0.03278688524590164
649-DVPlock.release,118,4,6,0,0.03278688524590164
154-SingleSourceIdentity.claim,119,3,6,0,0.02459016393442623
2008-ETHERberry.canPay,119,3,6,0,0.02459016393442623
2404-YomiToken._transfer,119,3,6,0,0.02459016393442623
2963-IMDEXDexchange.IMDEXtrade,119,3,6,0,0.02459016393442623
5176-SafeMath.mul,119,3,6,0,0.02459016393442623
5918-POH.joinwithreferral,119,3,6,0,0.02459016393442623
7006-NameFilter.nameFilter,119,3,5,1,0.02459016393442623
74-MultiBuyer.buy,119,3,6,0,0.02459016393442623
7909-zombieMain.getZombiesFullInfoByOwner,119,3,6,0,0.02459016393442623
879-SNcoin_AgentsSale.buy,119,3,6,0,0.02459016393442623
8922-CaptainGameConfig.getLevelConfig,119,3,6,0,0.02459016393442623
1723-economy.economy,120,2,6,0,0.01639344262295082
1892-TOSLittleHodingContract.lock,120,2,6,0,0.01639344262295082
2322-ETHERberry.canPay,120,2,6,0,0.01639344262295082
2537-ListingsERC20NoDecimal.buyListing,120,2,6,0,0.01639344262295082
2551-ListingsERC20.buyListing,120,2,6,0,0.01639344262295082
2871-TeamTokenLock.getAllowedAmountByTeam,120,2,6,0,0.01639344262295082
3797-XRT.controllerApproval,120,2,6,0,0.01639344262295082
4487-TokenVestingFactory.createVestingContractWithFloatingPercent,120,2,6,0,0.01639344262295082
4524-EVCChain.EVCChain,120,2,6,0,0.01639344262295082
4936-StandardToken.decreaseApproval,120,2,6,0,0.01639344262295082
5021-EVCChain.EVCChain,120,2,6,0,0.01639344262295082
5025-EVBChain.EVBChain,120,2,6,0,0.01639344262295082
5808-POH.joinwithreferral,120,2,6,0,0.01639344262295082
6042-CaptainGameConfig.getLevelConfig,120,2,6,0,0.01639344262295082
7069-ARPLongTermHolding.withdraw,120,2,6,0,0.01639344262295082
7268-MangGuoToken.airDrop,120,2,6,0,0.01639344262295082
7364-FileCoinCash.FileCoinCash,120,2,6,0,0.01639344262295082
8312-Exchange.trade,120,2,6,0,0.01639344262295082
8689-InitialMoneyTokenIMT._transferFrom,120,2,6,0,0.01639344262295082
