blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
CodeLlama,1,23,2,102,0.9583333333333334
Gemma,39,71,0,18,0.6454545454545455
GPT4o,99,27,0,2,0.21428571428571427
Mixtral,55,70,0,3,0.56
MixtralExpert,54,67,2,5,0.5537190082644629
Phi,8,114,0,6,0.9344262295081968
