blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
CodeLlama,2,22,12,92,0.9166666666666666
Gemma,48,62,4,14,0.5636363636363636
GPT4o,126,0,2,0,0.0
Mixtral,70,55,2,1,0.44
MixtralExpert,102,19,6,1,0.15702479338842976
Phi,119,3,5,1,0.02459016393442623
