blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
CodeLlama,19,5,31,73,0.20833333333333334
Gemma,69,41,4,14,0.37272727272727274
GPT4o,126,0,2,0,0.0
Mixtral,78,47,3,0,0.376
MixtralExpert,90,31,3,4,0.256198347107438
Phi,116,6,6,0,0.04918032786885246
