blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
CodeLlama,15,9,31,73,0.375
Gemma,20,90,0,18,0.8181818181818182
GPT4o,88,38,2,0,0.30158730158730157
Mixtral,15,110,1,2,0.88
MixtralExpert,92,29,3,4,0.2396694214876033
Phi,99,23,6,0,0.1885245901639344
