blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
super-egg-drop-Solution.check,0,66,1,33,1.0
surrounded-regions-Solution.solve,0,66,0,34,1.0
maximize-the-number-of-partitions-after-operations-Solution.maxPartitionsAfterOperations,1,65,1,33,0.9848484848484849
maximum-number-of-moves-to-kill-all-pawns-Solution.maxMoves,1,65,0,34,0.9848484848484849
maximum-score-from-grid-operations-Solution2.maximumScore,1,65,1,33,0.9848484848484849
palindrome-partitioning-iii-Solution.palindromePartition,1,65,0,34,0.9848484848484849
cat-and-mouse-Solution2.catMouseGame,2,64,1,33,0.9696969696969697
closest-subsequence-sum-Solution.minAbsDifference,2,64,0,34,0.9696969696969697
count-anagrams-Solution.countAnagrams,2,64,0,34,0.9696969696969697
escape-the-spreading-fire-Solution2.maximumMinutes,2,64,0,34,0.9696969696969697
find-products-of-elements-of-big-array-Solution.findProductsOfElements,2,64,1,33,0.9696969696969697
find-triangular-sum-of-an-array-Solution.triangularSum,2,64,1,33,0.9696969696969697
palindrome-rearrangement-queries-Solution2.canMakePalindromeQueries,2,64,2,32,0.9696969696969697
parallel-courses-ii-Solution2.minNumberOfSemesters,2,64,0,34,0.9696969696969697
sliding-puzzle-Solution2.slidingPuzzle,2,64,0,34,0.9696969696969697
stamping-the-grid-Solution.possibleToStamp,2,64,3,31,0.9696969696969697
count-almost-equal-pairs-ii-Solution2.countPairs,3,63,1,33,0.9545454545454546
decode-ways-ii-Solution.numDecodings,3,63,1,33,0.9545454545454546
final-array-state-after-k-multiplication-operations-ii-Solution2.getFinalState,3,63,1,33,0.9545454545454546
maximal-square-Solution3.maximalSquare,3,63,1,33,0.9545454545454546
maximum-deletions-on-a-string-Solution3.deleteString,3,63,0,34,0.9545454545454546
maximum-value-sum-by-placing-three-rooks-ii-Solution.maximumValueSum,3,63,1,33,0.9545454545454546
median-of-two-sorted-arrays-Solution_Generic.findMedianSortedArrays,3,63,0,34,0.9545454545454546
number-of-valid-move-combinations-on-chessboard-Solution.backtracking,3,63,2,32,0.9545454545454546
stone-game-v-Solution2.stoneGameV,3,63,0,34,0.9545454545454546
sum-of-total-strength-of-wizards-Solution2.totalStrength,3,63,1,33,0.9545454545454546
best-time-to-buy-and-sell-stock-iv-Solution.maxProfit,4,62,2,32,0.9393939393939394
count-the-number-of-square-free-subsets-Solution2.squareFreeSubsets,4,62,0,34,0.9393939393939394
distribute-repeating-integers-Solution.canDistribute,4,62,1,33,0.9393939393939394
find-number-of-coins-to-place-in-tree-nodes-Solution.placedCoins,4,62,0,34,0.9393939393939394
maximum-value-sum-by-placing-three-rooks-i-Solution.maximumValueSum,4,62,0,34,0.9393939393939394
minimum-cost-to-equalize-array-Solution.minCostToEqualizeArray,4,62,0,34,0.9393939393939394
minimum-knight-moves-Solution.minKnightMoves,4,62,1,33,0.9393939393939394
minimum-number-of-lines-to-cover-points-Solution.minimumLines,4,62,1,33,0.9393939393939394
minimum-time-takes-to-reach-destination-without-drowning-Solution2.minimumSeconds,4,62,0,34,0.9393939393939394
number-of-ways-of-cutting-a-pizza-Solution.ways,4,62,0,34,0.9393939393939394
perfect-rectangle-Solution.isRectangleCover,4,62,0,34,0.9393939393939394
shortest-common-supersequence-Solution.shortestCommonSupersequence,4,62,1,33,0.9393939393939394
earliest-second-to-mark-indices-ii-Solution.earliestSecondToMarkIndices,5,61,0,34,0.9242424242424242
erect-the-fence-Solution.outerTrees,5,61,0,34,0.9242424242424242
find-the-largest-palindrome-divisible-by-k-Solution.largestPalindrome,5,61,0,34,0.9242424242424242
find-x-sum-of-all-k-long-subarrays-ii-Solution.findXSum,5,61,0,34,0.9242424242424242
game-of-life-Solution.gameOfLife,5,61,0,34,0.9242424242424242
maximum-trailing-zeros-in-a-cornered-path-Solution.maxTrailingZeros,5,61,2,32,0.9242424242424242
cherry-pickup-Solution.cherryPickup,6,60,1,33,0.9090909090909091
maximum-total-beauty-of-the-gardens-Solution4.maximumBeauty,6,60,0,34,0.9090909090909091
minimum-time-to-visit-a-cell-in-a-grid-Solution.minimumTime,6,60,1,33,0.9090909090909091
number-of-possible-sets-of-closing-branches-Solution2.numberOfSets,6,60,1,33,0.9090909090909091
number-of-subarrays-that-match-a-pattern-ii-Solution.countMatchingSubarrays,6,60,0,34,0.9090909090909091
apply-operations-to-maximize-score-Solution.maximumScore,7,59,1,33,0.8939393939393939
build-array-where-you-can-find-the-maximum-exactly-k-comparisons-Solution.numOfArrays,7,59,0,34,0.8939393939393939
count-all-possible-routes-Solution.countRoutes,7,59,1,33,0.8939393939393939
divide-nodes-into-the-maximum-number-of-groups-Solution2.magnificentSets,7,59,1,33,0.8939393939393939
find-x-sum-of-all-k-long-subarrays-i-Solution.findXSum,7,59,1,33,0.8939393939393939
minimum-number-of-visited-cells-in-a-grid-Solution2.minimumVisitedCells,7,59,1,33,0.8939393939393939
k-highest-ranked-items-within-a-price-range-Solution.highestRankedKItems,8,58,0,34,0.8787878787878788
maximize-value-of-function-in-a-ball-passing-game-Solution.getMaxFunctionValue,8,58,2,32,0.8787878787878788
maximum-number-of-points-from-grid-queries-Solution.maxPoints,8,58,2,32,0.8787878787878788
minimum-adjacent-swaps-for-k-consecutive-ones-Solution.minMoves,8,58,2,32,0.8787878787878788
sum-of-remoteness-of-all-cells-Solution.sumRemoteness,8,58,2,32,0.8787878787878788
time-taken-to-mark-all-nodes-Solution2.timeTaken,8,58,1,33,0.8787878787878788
alternating-groups-iii-BIT.numberOfAlternatingGroups,9,57,1,33,0.8636363636363636
find-edges-in-shortest-paths-Solution.findAnswer,9,57,2,32,0.8636363636363636
find-the-shortest-superstring-Solution.shortestSuperstring,9,57,2,32,0.8636363636363636
minCut-Solution.minCut,9,57,1,33,0.8636363636363636
shortest-cycle-in-a-graph-Solution.findShortestCycle,9,57,1,33,0.8636363636363636
stamping-the-sequence-Solution.movesToStamp,9,57,4,30,0.8636363636363636
sum-game-Solution.sumGame,9,57,1,33,0.8636363636363636
maximum-of-absolute-value-expression-Solution.maxAbsValExpr,10,56,3,31,0.8484848484848485
