blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
erect-the-fence-Solution.outerTrees,10,35,13,42,0.7777777777777778
build-a-matrix-with-conditions-Solution.buildMatrix,12,33,14,41,0.7333333333333333
high-access-employees-Solution.findHighAccessEmployees,12,33,10,45,0.7333333333333333
k-highest-ranked-items-within-a-price-range-Solution.highestRankedKItems,12,33,7,48,0.7333333333333333
find-all-possible-recipes-from-given-supplies-Solution.findAllRecipes,13,32,18,37,0.7111111111111111
minimum-cost-to-reach-destination-in-time-Solution.minCost,13,32,15,40,0.7111111111111111
best-time-to-buy-and-sell-stock-iv-Solution.maxProfit,14,31,15,40,0.6888888888888889
get-watched-videos-by-your-friends-Solution.watchedVideosByFriends,14,31,11,44,0.6888888888888889
maximum-value-sum-by-placing-three-rooks-i-Solution.maximumValueSum,15,30,9,46,0.6666666666666666
maximum-value-sum-by-placing-three-rooks-ii-Solution.maximumValueSum,15,30,8,47,0.6666666666666666
minimum-sum-of-squared-difference-Solution.minSumSquareDiff,15,30,12,43,0.6666666666666666
minimum-time-to-finish-the-race-Solution.minimumFinishTime,15,30,10,45,0.6666666666666666
stamping-the-sequence-Solution.movesToStamp,15,30,12,43,0.6666666666666666
count-anagrams-Solution.countAnagrams,16,29,15,40,0.6444444444444445
find-products-of-elements-of-big-array-Solution.findProductsOfElements,16,29,8,47,0.6444444444444445
minimize-rounding-error-to-meet-target-Solution.minimizeError,16,29,18,37,0.6444444444444445
sum-game-Solution.sumGame,16,29,15,40,0.6444444444444445
get-biggest-three-rhombus-sums-in-a-grid-Solution.getBiggestThree,17,28,11,44,0.6222222222222222
majority-element-ii-Solution.majorityElement,17,28,12,43,0.6222222222222222
maximum-number-of-moves-to-kill-all-pawns-Solution.maxMoves,17,28,19,36,0.6222222222222222
maximum-number-of-points-from-grid-queries-Solution.maxPoints,17,28,8,47,0.6222222222222222
minimum-time-to-visit-a-cell-in-a-grid-Solution.minimumTime,17,28,13,42,0.6222222222222222
perfect-rectangle-Solution.isRectangleCover,17,28,11,44,0.6222222222222222
the-most-similar-path-in-a-graph-Solution.mostSimilar,17,28,14,41,0.6222222222222222
maximum-rows-covered-by-columns-Solution.maximumRows,18,27,16,39,0.6
minimum-time-to-revert-word-to-initial-state-ii-Solution.minimumTimeToInitialState,18,27,11,44,0.6
minimum-time-to-visit-disappearing-nodes-Solution.minimumTime,18,27,20,35,0.6
number-of-paths-with-max-score-Solution.pathsWithMaxScore,18,27,12,43,0.6
partition-array-into-two-arrays-to-minimize-sum-difference-Solution.minimumDifference,18,27,11,44,0.6
strong-password-checker-Solution.strongPasswordChecker,18,27,16,39,0.6
execution-of-all-suffix-instructions-staying-in-a-grid-Solution.executeInstructions,19,26,18,37,0.5777777777777777
check-if-there-is-a-valid-path-in-a-grid-Solution.hasValidPath,20,25,18,37,0.5555555555555556
guess-the-majority-in-a-hidden-array-Solution.guessMajority,20,25,24,31,0.5555555555555556
number-of-atoms-Solution.countOfAtoms,20,25,12,43,0.5555555555555556
cherry-pickup-Solution.cherryPickup,21,24,14,41,0.5333333333333333
dice-roll-simulation-Solution.dieSimulator,21,24,16,39,0.5333333333333333
fair-distribution-of-cookies-Solution.distributeCookies,21,24,12,43,0.5333333333333333
filter-restaurants-by-vegan-friendly-price-and-distance-Solution.filterRestaurants,21,24,18,37,0.5333333333333333
find-a-safe-walk-through-a-grid-Solution.findSafeWalk,21,24,16,39,0.5333333333333333
longest-palindromic-subsequence-Solution.longestPalindromeSubseq,21,24,12,43,0.5333333333333333
minimum-cost-to-reach-city-with-discounts-Solution.minimumCost,21,24,11,44,0.5333333333333333
number-of-ways-to-split-a-string-Solution.numWays,21,24,22,33,0.5333333333333333
palindromePartition-Solution.partition,21,24,16,39,0.5333333333333333
shortest-path-to-get-food-Solution.getFood,21,24,13,42,0.5333333333333333
find-the-occurrence-of-first-almost-equal-substring-Solution.minStartingIndex,22,23,18,37,0.5111111111111111
maximum-points-inside-the-square-Solution.maxPointsInsideSquare,22,23,18,37,0.5111111111111111
minimum-cost-for-tickets-Solution.mincostTickets,22,23,18,37,0.5111111111111111
smallest-integer-divisible-by-k-Solution.smallestRepunitDivByK,22,23,18,37,0.5111111111111111
substring-with-largest-variance-Solution.largestVariance,22,23,18,37,0.5111111111111111
sum-of-special-evenly-spaced-elements-in-array-Solution.solve,22,23,18,37,0.5111111111111111
the-time-when-the-network-becomes-idle-Solution.networkBecomesIdle,22,23,17,38,0.5111111111111111
apply-operations-to-maximize-score-Solution.maximumScore,23,22,12,43,0.4888888888888889
display-table-of-food-orders-in-a-restaurant-Solution.displayTable,23,22,23,32,0.4888888888888889
extract-kth-character-from-the-rope-tree-Solution.getKthCharacter,23,22,20,35,0.4888888888888889
find-the-shortest-superstring-Solution.shortestSuperstring,23,22,8,47,0.4888888888888889
minimum-cost-to-equalize-array-Solution.minCostToEqualizeArray,23,22,19,36,0.4888888888888889
statistics-from-a-large-sample-Solution.sampleStats,23,22,14,41,0.4888888888888889
sum-of-floored-pairs-Solution.sumOfFlooredPairs,23,22,21,34,0.4888888888888889
time-to-cross-a-bridge-Solution.findCrossingTime,23,22,15,40,0.4888888888888889
construct-target-array-with-multiple-sums-Solution.isPossible,24,21,20,35,0.4666666666666667
find-edges-in-shortest-paths-Solution.findAnswer,24,21,12,43,0.4666666666666667
number-of-restricted-paths-from-first-to-last-node-Solution.countRestrictedPaths,24,21,16,39,0.4666666666666667
valid-palindrome-iii-Solution.isValidPalindrome,24,21,14,41,0.4666666666666667
closest-subsequence-sum-Solution.minAbsDifference,25,20,14,41,0.4444444444444444
minCut-Solution.minCut,25,20,14,41,0.4444444444444444
minimum-jumps-to-reach-home-Solution.minimumJumps,25,20,9,46,0.4444444444444444
most-popular-video-creator-Solution.mostPopularCreator,25,20,19,36,0.4444444444444444
number-of-distinct-roll-sequences-Solution.distinctSequences,25,20,18,37,0.4444444444444444
odd-string-difference-Solution.oddString,25,20,21,34,0.4444444444444444
