blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
CodeLlama,22,2,69,35,0.08333333333333333
Gemma,60,50,5,13,0.45454545454545453
GPT4o,125,1,2,0,0.007936507936507936
Mixtral,55,70,1,2,0.56
MixtralExpert,58,63,2,5,0.5206611570247934
Phi,78,44,4,2,0.36065573770491804
