blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
benign_comments,5,82,0,13,0.9425287356321839
benign_rename,20,67,4,9,0.7701149425287356
random3,41,46,2,11,0.5287356321839081
random1,44,43,4,9,0.4942528735632184
random2,47,40,7,6,0.45977011494252873
