blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
maximum-number-of-moves-to-kill-all-pawns-Solution.maxMoves,3,39,0,58,0.9285714285714286
modify-graph-edge-weights-Solution.modifiedGraphEdges,3,39,0,58,0.9285714285714286
ugly-number-iii-Solution.nthUglyNumber,3,39,0,58,0.9285714285714286
erect-the-fence-ii-Solution.outerTrees,4,38,0,58,0.9047619047619048
maximum-employees-to-be-invited-to-a-meeting-Solution.maximumInvitations,4,38,0,58,0.9047619047619048
minimum-cost-to-buy-apples-Solution.minCost,4,38,1,57,0.9047619047619048
number-of-ways-to-build-sturdy-brick-wall-Solution_TLE.buildWall,4,38,1,57,0.9047619047619048
pour-water-between-buckets-to-make-water-levels-equal-Solution.equalizeWater,4,38,1,57,0.9047619047619048
robot-room-cleaner-Solution.cleanRoom,4,38,1,57,0.9047619047619048
sell-diminishing-valued-colored-balls-Solution.maxProfit,4,38,5,53,0.9047619047619048
verbal-arithmetic-puzzle-Solution.isSolvable,4,38,0,58,0.9047619047619048
collect-coins-in-a-tree-Solution.collectTheCoins,5,37,0,58,0.8809523809523809
count-unhappy-friends-Solution.unhappyFriends,5,37,1,57,0.8809523809523809
count-ways-to-build-rooms-in-an-ant-colony-Solution.waysToBuildRooms,5,37,0,58,0.8809523809523809
erect-the-fence-Solution.outerTrees,5,37,0,58,0.8809523809523809
game-of-life-Solution.gameOfLife,5,37,0,58,0.8809523809523809
maximize-number-of-nice-divisors-Solution.maxNiceDivisors,5,37,2,56,0.8809523809523809
maximum-font-to-fit-a-sentence-in-a-screen-Solution.maxFont,5,37,0,58,0.8809523809523809
smallest-integer-divisible-by-k-Solution.smallestRepunitDivByK,5,37,1,57,0.8809523809523809
surrounded-regions-Solution.solve,5,37,1,57,0.8809523809523809
the-number-of-good-subsets-Solution.numberOfGoodSubsets,5,37,3,55,0.8809523809523809
word-search-ii-Solution.findWordsRecu,5,37,1,57,0.8809523809523809
build-a-matrix-with-conditions-Solution.buildMatrix,6,36,2,56,0.8571428571428571
find-the-largest-palindrome-divisible-by-k-Solution.largestPalindrome,6,36,0,58,0.8571428571428571
get-biggest-three-rhombus-sums-in-a-grid-Solution.getBiggestThree,6,36,2,56,0.8571428571428571
handling-sum-queries-after-update-Solution.handleQuery,6,36,2,56,0.8571428571428571
maximum-number-of-ones-Solution.maximumNumberOfOnes,6,36,0,58,0.8571428571428571
sum-game-Solution.sumGame,6,36,0,58,0.8571428571428571
sum-of-all-odd-length-subarrays-Solution.sumOddLengthSubarrays,6,36,0,58,0.8571428571428571
wiggle-sort-ii-Solution2.wiggleSort,6,36,0,58,0.8571428571428571
correct-a-binary-tree-Solution.correctBinaryTree,7,35,1,57,0.8333333333333334
count-sub-islands-Solution.countSubIslands,7,35,1,57,0.8333333333333334
distribute-repeating-integers-Solution.canDistribute,7,35,0,58,0.8333333333333334
find-products-of-elements-of-big-array-Solution.findProductsOfElements,7,35,1,57,0.8333333333333334
largest-magic-square-Solution.largestMagicSquare,7,35,2,56,0.8333333333333334
make-a-square-with-the-same-color-Solution.canMakeSquare,7,35,3,55,0.8333333333333334
maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold-Solution.maxSideLength,7,35,0,58,0.8333333333333334
minimum-non-zero-product-of-the-array-elements-Solution.minNonZeroProduct,7,35,0,58,0.8333333333333334
minimum-number-of-lines-to-cover-points-Solution.minimumLines,7,35,0,58,0.8333333333333334
probability-of-a-two-boxes-having-the-same-number-of-distinct-balls-Solution.getProbability,7,35,1,57,0.8333333333333334
set-matrix-zeroes-Solution.setZeroes,7,35,4,54,0.8333333333333334
shortest-path-to-get-food-Solution.getFood,7,35,0,58,0.8333333333333334
the-earliest-and-latest-rounds-where-players-compete-Solution.earliestAndLatest,7,35,1,57,0.8333333333333334
count-k-subsequences-of-a-string-with-maximum-beauty-Solution.countKSubsequencesWithMaxBeauty,8,34,2,56,0.8095238095238095
count-of-integers-Solution.count,8,34,0,58,0.8095238095238095
count-the-number-of-good-subsequences-Solution.countGoodSubsequences,8,34,0,58,0.8095238095238095
distribute-candies-among-children-iii-Solution.distributeCandies,8,34,1,57,0.8095238095238095
duplicate-zeros-Solution.duplicateZeros,8,34,2,56,0.8095238095238095
k-concatenation-maximum-sum-Solution.kConcatenationMaxSum,8,34,1,57,0.8095238095238095
maximum-product-of-the-length-of-two-palindromic-subsequences-Solution.maxProduct,8,34,0,58,0.8095238095238095
number-of-orders-in-the-backlog-Solution.getNumberOfBacklogOrders,8,34,1,57,0.8095238095238095
prime-pairs-with-target-sum-Solution.findPrimePairs,8,34,1,57,0.8095238095238095
rearranging-fruits-Solution.minCost,8,34,0,58,0.8095238095238095
shortest-bridge-Solution.shortestBridge,8,34,2,56,0.8095238095238095
apply-operations-to-maximize-score-Solution.maximumScore,9,33,3,55,0.7857142857142857
count-the-number-of-houses-at-a-certain-distance-ii-Solution.countOfPairs,9,33,4,54,0.7857142857142857
dice-roll-simulation-Solution.dieSimulator,9,33,1,57,0.7857142857142857
find-all-good-strings-Solution.findGoodStrings,9,33,0,58,0.7857142857142857
find-indices-with-index-and-value-difference-ii-Solution.findIndices,9,33,3,55,0.7857142857142857
longest-common-suffix-queries-Solution.stringIndices,9,33,5,53,0.7857142857142857
minimum-cost-homecoming-of-a-robot-in-a-grid-Solution.minCost,9,33,1,57,0.7857142857142857
missing-element-in-sorted-array-Solution.missingElement,9,33,2,56,0.7857142857142857
remove-methods-from-project-Solution.remainingMethods,9,33,4,54,0.7857142857142857
sort-colors-Solution.sortColors,9,33,3,55,0.7857142857142857
the-dining-philosophers-DiningPhilosophers.wantsToEat,9,33,0,58,0.7857142857142857
check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence-Solution.isPrefixOfWord,10,32,2,56,0.7619047619047619
count-sorted-vowel-strings-Solution.countVowelStrings,10,32,2,56,0.7619047619047619
count-substrings-that-differ-by-one-character-Solution.countSubstrings,10,32,2,56,0.7619047619047619
count-ways-to-make-array-with-product-Solution.waysToFillArray,10,32,0,58,0.7619047619047619
find-indices-with-index-and-value-difference-i-Solution.findIndices,10,32,2,56,0.7619047619047619
number-of-burgers-with-no-waste-of-ingredients-Solution.numOfBurgers,10,32,4,54,0.7619047619047619
number-of-ways-to-separate-numbers-Solution.numberOfCombinations,10,32,3,55,0.7619047619047619
maximum-sum-of-subsequence-with-non-adjacent-elements-Solution.maximumSumSubsequence,11,31,2,56,0.7380952380952381
merge-sorted-array-Solution.merge,11,31,4,54,0.7380952380952381
permutations-Solution2.dfs,11,31,1,57,0.7380952380952381
traffic-light-controlled-intersection-TrafficLight.carArrived,11,31,0,58,0.7380952380952381
difference-of-number-of-distinct-values-on-diagonals-Solution.differenceOfDistinctValues,12,30,4,54,0.7142857142857143
find-the-occurrence-of-first-almost-equal-substring-Solution.minStartingIndex,12,30,5,53,0.7142857142857143
matrix-cells-in-distance-order-Solution.allCellsDistOrder,12,30,9,49,0.7142857142857143
minimum-number-of-operations-to-make-string-sorted-Solution.makeStringSorted,12,30,5,53,0.7142857142857143
number-of-common-factors-Solution.commonFactors,12,30,2,56,0.7142857142857143
minimum-time-to-type-word-using-special-typewriter-Solution.minTimeToType,13,29,8,50,0.6904761904761905
reconstruct-a-2-row-binary-matrix-Solution.reconstructMatrix,13,29,4,54,0.6904761904761905
smallest-greater-multiple-made-of-two-digits-Solution.findInteger,13,29,7,51,0.6904761904761905
abbreviating-the-product-of-a-range-Solution.abbreviateProduct,14,28,4,54,0.6666666666666666
decoded-string-at-index-Solution.decodeAtIndex,14,28,6,52,0.6666666666666666
escape-a-large-maze-Solution.isEscapePossible,14,28,2,56,0.6666666666666666
find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree-Solution.getTargetCopy,14,28,4,54,0.6666666666666666
find-the-minimum-possible-sum-of-a-beautiful-array-Solution.minimumPossibleSum,14,28,4,54,0.6666666666666666
implement-trie-ii-prefix-tree-Trie.erase,14,28,1,57,0.6666666666666666
find-eventual-safe-states-Solution.eventualSafeNodes,15,27,6,52,0.6428571428571429
smallest-missing-non-negative-integer-after-operations-Solution2.findSmallestInteger,15,27,5,53,0.6428571428571429
maximum-subarray-sum-with-one-deletion-Solution.maximumSum,16,26,6,52,0.6190476190476191
print-immutable-linked-list-in-reverse-Solution3.printLinkedListInReverse,16,26,4,54,0.6190476190476191
strong-password-checker-ii-Solution.strongPasswordCheckerII,16,26,0,58,0.6190476190476191
kth-missing-positive-number-Solution.findKthPositive,17,25,3,55,0.5952380952380952
minimum-time-visiting-all-points-Solution.minTimeToVisitAllPoints,17,25,4,54,0.5952380952380952
better-compression-of-string-Solution.betterCompression,18,24,3,55,0.5714285714285714
reverse-string-Solution.reverseString,20,22,4,54,0.5238095238095238
remove-interval-Solution.removeInterval,23,19,8,50,0.4523809523809524
