blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
8526-InitialMTTokenIMT._transferFrom,9,15,11,93,0.625
7362-FileCoinCash.FileCoinCash,22,2,62,42,0.08333333333333333
8002-LiterallyMinecraft.getCatImage,22,2,76,28,0.08333333333333333
