blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
7006-NameFilter.nameFilter,69,56,1,2,0.448
3129-test.record_human_readable_blockhash,85,40,2,1,0.32
9880-Authority.canCall,105,20,3,0,0.16
3829-ECRecovery.recover,107,18,1,2,0.144
1905-StringYokes.zint_bytes32ToString,108,17,1,2,0.136
7364-FileCoinCash.FileCoinCash,108,17,3,0,0.136
9877-Authority.canCall,108,17,3,0,0.136
5936-StringYokes.zint_bytes32ToString,110,15,1,2,0.12
9827-CustomToken.CustomToken,110,15,3,0,0.12
1726-StringYokes.zint_bytes32ToString,111,14,1,2,0.112
8350-EthealHelper.forwardable,111,14,2,1,0.112
1863-StringLib.generateName,112,13,1,2,0.104
4500-OrderString.getOrderString,113,12,1,2,0.096
1721-StringYokes.zint_bytes32ToString,114,11,1,2,0.088
5716-ViewBalances.checkBalances,114,11,2,1,0.088
7772-getKittyInfo.getInfo,114,11,3,0,0.088
8228-ENXAirDrop.airDrop,114,11,2,1,0.088
1834-CustomToken.CustomToken,115,10,2,1,0.08
2742-Hasher.hashLoop,115,10,1,2,0.08
5958-VpaxContract.transferCoins,115,10,2,1,0.08
6279-CustomToken.CustomToken,115,10,3,0,0.08
801-CustomToken.CustomToken,115,10,3,0,0.08
1816-CustomToken.CustomToken,116,9,2,1,0.072
1851-secondContract.BirthdayBoyClickHere,116,9,2,1,0.072
2230-CustomToken.CustomToken,116,9,3,0,0.072
2505-EthealHodlHelper.getAddress,116,9,2,1,0.072
351-CustomToken.CustomToken,116,9,2,1,0.072
4036-CustomToken.CustomToken,116,9,3,0,0.072
5496-CustomToken.CustomToken,116,9,2,1,0.072
6270-CustomToken.CustomToken,116,9,3,0,0.072
7070-CustomToken.CustomToken,116,9,3,0,0.072
7303-CustomToken.CustomToken,116,9,3,0,0.072
9196-CustomToken.CustomToken,116,9,3,0,0.072
4043-CustomToken.CustomToken,117,8,2,1,0.064
5286-CustomToken.CustomToken,117,8,3,0,0.064
8458-CustomToken.CustomToken,117,8,3,0,0.064
8463-CustomToken.CustomToken,117,8,3,0,0.064
8543-ConvertLib.convert,117,8,1,2,0.064
9689-CustomToken.CustomToken,117,8,3,0,0.064
2418-Untitled.test,118,7,2,1,0.056
2675-Airdropper.multisend,118,7,2,1,0.056
3777-Fees.payout,118,7,3,0,0.056
449-Airdrop.multisend,118,7,2,1,0.056
457-CustomToken.CustomToken,118,7,3,0,0.056
6158-GongChuangToken.GongChuangToken,118,7,3,0,0.056
8328-CustomToken.CustomToken,118,7,3,0,0.056
8846-CustomToken.CustomToken,118,7,2,1,0.056
2032-CustomToken.CustomToken,119,6,3,0,0.048
2273-Airdropper.multisend,119,6,3,0,0.048
2609-airdropManager.send,119,6,2,1,0.048
2844-InternalTxsTest.batch,119,6,2,1,0.048
4520-CustomToken.CustomToken,119,6,3,0,0.048
5285-CustomToken.CustomToken,119,6,3,0,0.048
7505-CustomToken.CustomToken,119,6,3,0,0.048
9800-CustomToken.CustomToken,119,6,3,0,0.048
1967-CustomToken.CustomToken,120,5,3,0,0.04
2912-Airdropper.multisend,120,5,3,0,0.04
4088-CustomToken.CustomToken,120,5,3,0,0.04
6576-CustomToken.CustomToken,120,5,3,0,0.04
7451-AirDrop.airDrop,120,5,3,0,0.04
9192-proofofpower.uploadData,120,5,2,1,0.04
1138-Destroy.delegatecall_selfdestruct,121,4,2,1,0.032
2015-AirDropContract.transfer,121,4,3,0,0.032
3655-Factory.createPermissionsBot,121,4,3,0,0.032
6402-CustomToken.CustomToken,121,4,3,0,0.032
8406-balanceChecker.checkBals,121,4,3,0,0.032
2997-RatForward.get,122,3,3,0,0.024
761-MultiTransfer.transfer,122,3,2,1,0.024
1976-Airdropper.multisend,123,2,2,1,0.016
2931-StringDump.emitEvent,123,2,3,0,0.016
2979-WhiteList.canTransfer,123,2,3,0,0.016
3490-RatForward.get,123,2,3,0,0.016
3682-Foo.doit,123,2,3,0,0.016
3916-br.sendToken,123,2,3,0,0.016
3917-Brute.sendToken,123,2,3,0,0.016
4479-cyberEntry2.cyberEntry2,123,2,2,1,0.016
5267-MultiTransfer.multiTransfer,123,2,2,1,0.016
920-QuantumpayAirdropper.multisend,123,2,2,1,0.016
9757-ZhenNet.store,123,2,3,0,0.016
9900-Disperse.disperseToken,123,2,3,0,0.016
1871-T_TOTAL.retrieve,124,1,3,0,0.008
2488-Airdropper.multisend,124,1,3,0,0.008
261-EBU.transfer,124,1,3,0,0.008
2946-SuicideContract.NukeContract,124,1,2,1,0.008
3405-Airdropper.multisend,124,1,3,0,0.008
3671-Foo.doit,124,1,3,0,0.008
450-EBU.transfer,124,1,3,0,0.008
5178-Rainmaker.letItRain,124,1,3,0,0.008
526-GetsBurned.BurnMe,124,1,3,0,0.008
5444-Airdropper.multisend,124,1,3,0,0.008
5848-Airdropper.multisend,124,1,3,0,0.008
6323-ParaTransfer.superTransfer,124,1,3,0,0.008
7041-Airdrop.drop,124,1,3,0,0.008
9700-Airdrop.drop,124,1,3,0,0.008
1004-Airdrop.doAirdrop,125,0,3,0,0.0
2242-Airdropper.multisend,125,0,2,1,0.0
2297-BITXMultiTransfer.multisend,125,0,2,1,0.0
345-demo.transfer,125,0,3,0,0.0
3993-Giver.getToken,125,0,3,0,0.0
7540-LoeriadeNabidaz.pay,125,0,3,0,0.0
