blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
5936-StringYokes.zint_bytes32ToString,0,24,6,98,1.0
1721-StringYokes.zint_bytes32ToString,1,23,6,98,0.9583333333333334
1726-StringYokes.zint_bytes32ToString,1,23,6,98,0.9583333333333334
1905-StringYokes.zint_bytes32ToString,2,22,7,97,0.9166666666666666
3655-Factory.createPermissionsBot,3,21,4,100,0.875
4500-OrderString.getOrderString,3,21,8,96,0.875
2418-Untitled.test,4,20,5,99,0.8333333333333334
6158-GongChuangToken.GongChuangToken,4,20,8,96,0.8333333333333334
2297-BITXMultiTransfer.multisend,5,19,19,85,0.7916666666666666
2979-WhiteList.canTransfer,5,19,5,99,0.7916666666666666
9757-ZhenNet.store,5,19,8,96,0.7916666666666666
4479-cyberEntry2.cyberEntry2,7,17,20,84,0.7083333333333334
5716-ViewBalances.checkBalances,7,17,15,89,0.7083333333333334
7540-LoeriadeNabidaz.pay,7,17,12,92,0.7083333333333334
8406-balanceChecker.checkBals,7,17,17,87,0.7083333333333334
9877-Authority.canCall,7,17,18,86,0.7083333333333334
9880-Authority.canCall,7,17,19,85,0.7083333333333334
449-Airdrop.multisend,8,16,20,84,0.6666666666666666
5958-VpaxContract.transferCoins,8,16,10,94,0.6666666666666666
7006-NameFilter.nameFilter,8,16,24,80,0.6666666666666666
761-MultiTransfer.transfer,8,16,18,86,0.6666666666666666
526-GetsBurned.BurnMe,9,15,13,91,0.625
7041-Airdrop.drop,9,15,28,76,0.625
9700-Airdrop.drop,9,15,26,78,0.625
1138-Destroy.delegatecall_selfdestruct,10,14,15,89,0.5833333333333334
1851-secondContract.BirthdayBoyClickHere,10,14,14,90,0.5833333333333334
3829-ECRecovery.recover,10,14,31,73,0.5833333333333334
8543-ConvertLib.convert,10,14,7,97,0.5833333333333334
1967-CustomToken.CustomToken,11,13,28,76,0.5416666666666666
2742-Hasher.hashLoop,11,13,28,76,0.5416666666666666
2931-StringDump.emitEvent,11,13,10,94,0.5416666666666666
7772-getKittyInfo.getInfo,11,13,19,85,0.5416666666666666
9192-proofofpower.uploadData,11,13,16,88,0.5416666666666666
9827-CustomToken.CustomToken,11,13,22,82,0.5416666666666666
1004-Airdrop.doAirdrop,12,12,26,78,0.5
1863-StringLib.generateName,12,12,31,73,0.5
1871-T_TOTAL.retrieve,12,12,26,78,0.5
2230-CustomToken.CustomToken,12,12,23,81,0.5
3490-RatForward.get,12,12,47,57,0.5
3682-Foo.doit,12,12,42,62,0.5
4036-CustomToken.CustomToken,12,12,21,83,0.5
1816-CustomToken.CustomToken,13,11,22,82,0.4583333333333333
345-demo.transfer,13,11,40,64,0.4583333333333333
3671-Foo.doit,13,11,40,64,0.4583333333333333
4043-CustomToken.CustomToken,13,11,23,81,0.4583333333333333
5267-MultiTransfer.multiTransfer,13,11,29,75,0.4583333333333333
7070-CustomToken.CustomToken,13,11,26,78,0.4583333333333333
7505-CustomToken.CustomToken,13,11,31,73,0.4583333333333333
8463-CustomToken.CustomToken,13,11,27,77,0.4583333333333333
2015-AirDropContract.transfer,14,10,42,62,0.4166666666666667
2844-InternalTxsTest.batch,14,10,33,71,0.4166666666666667
450-EBU.transfer,14,10,40,64,0.4166666666666667
6576-CustomToken.CustomToken,14,10,27,77,0.4166666666666667
8328-CustomToken.CustomToken,14,10,27,77,0.4166666666666667
8458-CustomToken.CustomToken,14,10,23,81,0.4166666666666667
9800-CustomToken.CustomToken,14,10,31,73,0.4166666666666667
1834-CustomToken.CustomToken,15,9,22,82,0.375
2032-CustomToken.CustomToken,15,9,30,74,0.375
2997-RatForward.get,15,9,49,55,0.375
4088-CustomToken.CustomToken,15,9,36,68,0.375
5496-CustomToken.CustomToken,15,9,27,77,0.375
6279-CustomToken.CustomToken,15,9,25,79,0.375
6402-CustomToken.CustomToken,15,9,27,77,0.375
7303-CustomToken.CustomToken,15,9,29,75,0.375
9196-CustomToken.CustomToken,15,9,21,83,0.375
9900-Disperse.disperseToken,15,9,31,73,0.375
351-CustomToken.CustomToken,16,8,27,77,0.3333333333333333
4520-CustomToken.CustomToken,16,8,35,69,0.3333333333333333
457-CustomToken.CustomToken,16,8,22,82,0.3333333333333333
5178-Rainmaker.letItRain,16,8,37,67,0.3333333333333333
5285-CustomToken.CustomToken,16,8,32,72,0.3333333333333333
6270-CustomToken.CustomToken,16,8,20,84,0.3333333333333333
9689-CustomToken.CustomToken,16,8,29,75,0.3333333333333333
2488-Airdropper.multisend,17,7,42,62,0.2916666666666667
2912-Airdropper.multisend,17,7,41,63,0.2916666666666667
3405-Airdropper.multisend,17,7,36,68,0.2916666666666667
3993-Giver.getToken,17,7,50,54,0.2916666666666667
5286-CustomToken.CustomToken,17,7,33,71,0.2916666666666667
801-CustomToken.CustomToken,17,7,21,83,0.2916666666666667
8350-EthealHelper.forwardable,17,7,34,70,0.2916666666666667
8846-CustomToken.CustomToken,17,7,34,70,0.2916666666666667
2242-Airdropper.multisend,18,6,38,66,0.25
2273-Airdropper.multisend,18,6,35,69,0.25
2505-EthealHodlHelper.getAddress,18,6,41,63,0.25
5444-Airdropper.multisend,18,6,36,68,0.25
5848-Airdropper.multisend,18,6,34,70,0.25
1976-Airdropper.multisend,19,5,38,66,0.20833333333333334
261-EBU.transfer,19,5,45,59,0.20833333333333334
2675-Airdropper.multisend,19,5,35,69,0.20833333333333334
3916-br.sendToken,19,5,77,27,0.20833333333333334
7451-AirDrop.airDrop,19,5,48,56,0.20833333333333334
3777-Fees.payout,20,4,60,44,0.16666666666666666
6323-ParaTransfer.superTransfer,20,4,61,43,0.16666666666666666
920-QuantumpayAirdropper.multisend,20,4,40,64,0.16666666666666666
2609-airdropManager.send,21,3,60,44,0.125
7364-FileCoinCash.FileCoinCash,21,3,59,45,0.125
3129-test.record_human_readable_blockhash,22,2,72,32,0.08333333333333333
3917-Brute.sendToken,22,2,71,33,0.08333333333333333
2946-SuicideContract.NukeContract,23,1,92,12,0.041666666666666664
8228-ENXAirDrop.airDrop,23,1,67,37,0.041666666666666664
