blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
8526-InitialMTTokenIMT._transferFrom,62,48,4,14,0.43636363636363634
5996-MNYTiers.loadData,65,45,8,10,0.4090909090909091
8002-LiterallyMinecraft.getCatImage,95,15,13,5,0.13636363636363635
