blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
5936-StringYokes.zint_bytes32ToString,1,26,5,96,0.9629629629629629
1721-StringYokes.zint_bytes32ToString,2,25,5,96,0.9259259259259259
1726-StringYokes.zint_bytes32ToString,2,25,5,96,0.9259259259259259
1905-StringYokes.zint_bytes32ToString,3,24,6,95,0.8888888888888888
3655-Factory.createPermissionsBot,4,23,3,98,0.8518518518518519
4500-OrderString.getOrderString,4,23,7,94,0.8518518518518519
2418-Untitled.test,5,22,4,97,0.8148148148148148
6158-GongChuangToken.GongChuangToken,5,22,7,94,0.8148148148148148
2297-BITXMultiTransfer.multisend,6,21,18,83,0.7777777777777778
2979-WhiteList.canTransfer,6,21,4,97,0.7777777777777778
9757-ZhenNet.store,6,21,7,94,0.7777777777777778
4479-cyberEntry2.cyberEntry2,8,19,19,82,0.7037037037037037
7540-LoeriadeNabidaz.pay,8,19,11,90,0.7037037037037037
9877-Authority.canCall,8,19,17,84,0.7037037037037037
9880-Authority.canCall,8,19,18,83,0.7037037037037037
449-Airdrop.multisend,9,18,19,82,0.6666666666666666
5716-ViewBalances.checkBalances,9,18,13,88,0.6666666666666666
5958-VpaxContract.transferCoins,9,18,9,92,0.6666666666666666
7006-NameFilter.nameFilter,9,18,23,78,0.6666666666666666
761-MultiTransfer.transfer,9,18,17,84,0.6666666666666666
8406-balanceChecker.checkBals,9,18,15,86,0.6666666666666666
7041-Airdrop.drop,10,17,27,74,0.6296296296296297
9700-Airdrop.drop,10,17,25,76,0.6296296296296297
526-GetsBurned.BurnMe,11,16,11,90,0.5925925925925926
7772-getKittyInfo.getInfo,11,16,19,82,0.5925925925925926
8543-ConvertLib.convert,11,16,6,95,0.5925925925925926
1138-Destroy.delegatecall_selfdestruct,12,15,13,88,0.5555555555555556
1851-secondContract.BirthdayBoyClickHere,12,15,12,89,0.5555555555555556
1967-CustomToken.CustomToken,12,15,27,74,0.5555555555555556
2931-StringDump.emitEvent,12,15,9,92,0.5555555555555556
3829-ECRecovery.recover,12,15,29,72,0.5555555555555556
9827-CustomToken.CustomToken,12,15,21,80,0.5555555555555556
1004-Airdrop.doAirdrop,13,14,25,76,0.5185185185185185
2742-Hasher.hashLoop,13,14,26,75,0.5185185185185185
3682-Foo.doit,13,14,41,60,0.5185185185185185
4036-CustomToken.CustomToken,13,14,20,81,0.5185185185185185
9192-proofofpower.uploadData,13,14,14,87,0.5185185185185185
1816-CustomToken.CustomToken,14,13,21,80,0.48148148148148145
1863-StringLib.generateName,14,13,29,72,0.48148148148148145
1871-T_TOTAL.retrieve,14,13,24,77,0.48148148148148145
2230-CustomToken.CustomToken,14,13,21,80,0.48148148148148145
3490-RatForward.get,14,13,45,56,0.48148148148148145
3671-Foo.doit,14,13,39,62,0.48148148148148145
4043-CustomToken.CustomToken,14,13,22,79,0.48148148148148145
5267-MultiTransfer.multiTransfer,14,13,28,73,0.48148148148148145
7070-CustomToken.CustomToken,14,13,25,76,0.48148148148148145
7505-CustomToken.CustomToken,14,13,30,71,0.48148148148148145
8463-CustomToken.CustomToken,14,13,26,75,0.48148148148148145
345-demo.transfer,15,12,38,63,0.4444444444444444
6576-CustomToken.CustomToken,15,12,26,75,0.4444444444444444
8328-CustomToken.CustomToken,15,12,26,75,0.4444444444444444
9800-CustomToken.CustomToken,15,12,30,71,0.4444444444444444
1834-CustomToken.CustomToken,16,11,21,80,0.4074074074074074
2015-AirDropContract.transfer,16,11,40,61,0.4074074074074074
2032-CustomToken.CustomToken,16,11,29,72,0.4074074074074074
2844-InternalTxsTest.batch,16,11,31,70,0.4074074074074074
2997-RatForward.get,16,11,48,53,0.4074074074074074
4088-CustomToken.CustomToken,16,11,35,66,0.4074074074074074
450-EBU.transfer,16,11,38,63,0.4074074074074074
5496-CustomToken.CustomToken,16,11,26,75,0.4074074074074074
6279-CustomToken.CustomToken,16,11,24,77,0.4074074074074074
6402-CustomToken.CustomToken,16,11,26,75,0.4074074074074074
7303-CustomToken.CustomToken,16,11,28,73,0.4074074074074074
8458-CustomToken.CustomToken,16,11,21,80,0.4074074074074074
9196-CustomToken.CustomToken,16,11,20,81,0.4074074074074074
9900-Disperse.disperseToken,16,11,30,71,0.4074074074074074
351-CustomToken.CustomToken,17,10,26,75,0.37037037037037035
4520-CustomToken.CustomToken,17,10,34,67,0.37037037037037035
457-CustomToken.CustomToken,17,10,21,80,0.37037037037037035
5178-Rainmaker.letItRain,17,10,36,65,0.37037037037037035
5285-CustomToken.CustomToken,17,10,31,70,0.37037037037037035
6270-CustomToken.CustomToken,17,10,19,82,0.37037037037037035
8350-EthealHelper.forwardable,17,10,34,67,0.37037037037037035
9689-CustomToken.CustomToken,17,10,28,73,0.37037037037037035
2488-Airdropper.multisend,18,9,41,60,0.3333333333333333
2505-EthealHodlHelper.getAddress,18,9,41,60,0.3333333333333333
2912-Airdropper.multisend,18,9,40,61,0.3333333333333333
3405-Airdropper.multisend,18,9,35,66,0.3333333333333333
5286-CustomToken.CustomToken,18,9,32,69,0.3333333333333333
8846-CustomToken.CustomToken,18,9,33,68,0.3333333333333333
2242-Airdropper.multisend,19,8,37,64,0.2962962962962963
2273-Airdropper.multisend,19,8,34,67,0.2962962962962963
3993-Giver.getToken,19,8,48,53,0.2962962962962963
5444-Airdropper.multisend,19,8,35,66,0.2962962962962963
5848-Airdropper.multisend,19,8,33,68,0.2962962962962963
801-CustomToken.CustomToken,19,8,19,82,0.2962962962962963
1976-Airdropper.multisend,20,7,37,64,0.25925925925925924
2675-Airdropper.multisend,20,7,34,67,0.25925925925925924
7451-AirDrop.airDrop,20,7,47,54,0.25925925925925924
261-EBU.transfer,21,6,43,58,0.2222222222222222
6323-ParaTransfer.superTransfer,21,6,60,41,0.2222222222222222
920-QuantumpayAirdropper.multisend,21,6,39,62,0.2222222222222222
2609-airdropManager.send,22,5,59,42,0.18518518518518517
3777-Fees.payout,22,5,58,43,0.18518518518518517
3916-br.sendToken,22,5,74,27,0.18518518518518517
