,cosine-similarity
100_reentrancy.sol,0.8176
101_reentrancy.sol,0.8123
102_reentrancy.sol,0.8854
103_reentrancy.sol,0.8989
104_reentrancy.sol,0.8536
105_reentrancy.sol,0.8991
106_reentrancy.sol,0.8871
107_reentrancy.sol,0.8984
108_reentrancy.sol,0.8432
109_reentrancy.sol,0.8756
110_reentrancy.sol,0.8614
111_reentrancy.sol,0.9017
112_reentrancy.sol,0.8157
113_reentrancy.sol,0.8055
114_reentrancy.sol,0.8776
115_reentrancy.sol,0.8766
116_reentrancy.sol,0.8928
117_reentrancy.sol,0.8258
118_reentrancy.sol,0.7970
119_reentrancy.sol,0.8800
11_access_control.sol,0.8613
120_reentrancy.sol,0.8645
121_reentrancy.sol,0.8744
122_reentrancy.sol,0.8591
123_reentrancy.sol,0.8923
124_reentrancy.sol,0.8644
125_reentrancy.sol,0.8895
126_reentrancy.sol,0.8182
127_time_manipulation.sol,0.7585
128_time_manipulation.sol,0.8047
129_time_manipulation.sol,0.8321
12_access_control.sol,0.7393
130_time_manipulation.sol,0.7955
131_time_manipulation.sol,0.8406
132_short_addresses.sol,0.7908
133_denial_of_service.sol,0.7528
134_denial_of_service.sol,0.7589
135_denial_of_service.sol,0.8653
136_denial_of_service.sol,0.7788
137_denial_of_service.sol,0.7437
138_denial_of_service.sol,0.7504
13_access_control.sol,0.9090
14_access_control.sol,0.8024
15_access_control.sol,0.7348
16_access_control.sol,0.7833
17_access_control.sol,0.7460
18_access_control.sol,0.8191
19_access_control.sol,0.7357
20_access_control.sol,0.8029
21_access_control.sol,0.7345
22_access_control.sol,0.8125
23_access_control.sol,0.8010
24_access_control.sol,0.6881
25_access_control.sol,0.7740
26_access_control.sol,0.9225
27_unchecked_low_level_calls.sol,0.8041
28_unchecked_low_level_calls.sol,0.7615
29_unchecked_low_level_calls.sol,0.8041
30_unchecked_low_level_calls.sol,0.8817
31_unchecked_low_level_calls.sol,0.7613
32_unchecked_low_level_calls.sol,0.8745
33_unchecked_low_level_calls.sol,0.6500
34_unchecked_low_level_calls.sol,0.8399
35_unchecked_low_level_calls.sol,0.8153
36_unchecked_low_level_calls.sol,0.8454
37_unchecked_low_level_calls.sol,0.6998
38_unchecked_low_level_calls.sol,0.8416
39_unchecked_low_level_calls.sol,0.9264
40_unchecked_low_level_calls.sol,0.9031
41_unchecked_low_level_calls.sol,0.8749
42_unchecked_low_level_calls.sol,0.8449
43_unchecked_low_level_calls.sol,0.8180
44_unchecked_low_level_calls.sol,0.7995
45_unchecked_low_level_calls.sol,0.8596
46_unchecked_low_level_calls.sol,0.8038
47_unchecked_low_level_calls.sol,0.8432
48_unchecked_low_level_calls.sol,0.7277
49_unchecked_low_level_calls.sol,0.8584
50_unchecked_low_level_calls.sol,0.8586
51_unchecked_low_level_calls.sol,0.7863
52_unchecked_low_level_calls.sol,0.6920
53_unchecked_low_level_calls.sol,0.7126
54_unchecked_low_level_calls.sol,0.7268
55_unchecked_low_level_calls.sol,0.8084
56_unchecked_low_level_calls.sol,0.7793
57_unchecked_low_level_calls.sol,0.8665
58_unchecked_low_level_calls.sol,0.8475
59_unchecked_low_level_calls.sol,0.8433
60_unchecked_low_level_calls.sol,0.6677
61_unchecked_low_level_calls.sol,0.8814
62_unchecked_low_level_calls.sol,0.7595
63_unchecked_low_level_calls.sol,0.7896
64_unchecked_low_level_calls.sol,0.8629
65_unchecked_low_level_calls.sol,0.8529
66_unchecked_low_level_calls.sol,0.8436
67_unchecked_low_level_calls.sol,0.7958
68_unchecked_low_level_calls.sol,0.7769
69_unchecked_low_level_calls.sol,0.7926
70_unchecked_low_level_calls.sol,0.7253
71_unchecked_low_level_calls.sol,0.7756
72_unchecked_low_level_calls.sol,0.8480
73_front_running.sol,0.8191
74_front_running.sol,0.7788
75_front_running.sol,0.8724
76_front_running.sol,0.8317
77_arithmetic.sol,0.8218
78_arithmetic.sol,0.7918
79_arithmetic.sol,0.7840
80_arithmetic.sol,0.7779
81_arithmetic.sol,0.8084
82_arithmetic.sol,0.8027
83_arithmetic.sol,0.7852
84_arithmetic.sol,0.7733
85_arithmetic.sol,0.7867
86_arithmetic.sol,0.7686
87_arithmetic.sol,0.7651
88_arithmetic.sol,0.7852
89_arithmetic.sol,0.8011
90_arithmetic.sol,0.7953
91_bad_randomness.sol,0.8683
92_bad_randomness.sol,0.9192
93_bad_randomness.sol,0.8926
94_bad_randomness.sol,0.8441
95_bad_randomness.sol,0.8603
96_bad_randomness.sol,0.8282
97_reentrancy.sol,0.8945
98_reentrancy.sol,0.8201
99_reentrancy.sol,0.8810
min,0.6500
max,0.9264
mean,0.8179
