,case_name,before,after,decrease,decrease_rate
0,1_CWE-918,1024.007165670395,762.5252842903137,261.4818813800812,0.2553516129048714
1,2_CWE-918,1023.9499092102051,732.4613180160522,291.48859119415283,0.28467075251658
2,3_CWE-601,1023.9896236658096,775.2241048812866,248.765518784523,0.24293753865782375
3,4_CWE-601,1023.9829190373421,748.5784869790077,275.40443205833435,0.2689541270056
4,5_CWE-918,1023.9767370223999,750.8539046645164,273.12283235788345,0.26672757542528897
5,6_CWE-918,1023.9767370223999,750.8539046645164,273.12283235788345,0.26672757542528897
6,7_CWE-918,1023.9945039749146,740.3020896911621,283.69241428375244,0.27704486028247494
7,8_CWE-918,1023.9945039749146,740.3020896911621,283.69241428375244,0.27704486028247494
8,9_CWE-918,1023.997537612915,741.9288172721863,282.06872034072876,0.275458397095633
9,10_CWE-918,1023.997537612915,741.9288172721863,282.06872034072876,0.275458397095633
10,11_CWE-918,1023.9568061828613,752.4243675470352,271.5324386358261,0.26517958276780573
11,12_CWE-918,1023.9568061828613,752.4243675470352,271.5324386358261,0.26517958276780573
12,13_CWE-918,1023.969578742981,771.9978051781654,251.97177356481552,0.24607349553698127
13,14_CWE-918,1023.969578742981,771.9978051781654,251.97177356481552,0.24607349553698127
14,15_CWE-918,1023.9810283184052,768.2042276859283,255.7768006324768,0.24978665967329178
15,16_CWE-918,1023.9810283184052,768.2042276859283,255.7768006324768,0.24978665967329178
16,17_CWE-918,1024.0303739905357,750.582676410675,273.4476975798607,0.26703084647212616
17,18_CWE-918,1024.0303739905357,750.582676410675,273.4476975798607,0.26703084647212616
18,19_CWE-918,1023.9904350042343,761.4401956796646,262.5502393245697,0.25639911306738333
19,20_CWE-918,1023.9904350042343,761.4401956796646,262.5502393245697,0.25639911306738333
20,21_CWE-918,1024.001037299633,773.3182889819145,250.6827483177185,0.24480712341736252
21,22_CWE-918,1024.001037299633,773.3182889819145,250.6827483177185,0.24480712341736252
22,23_CWE-918,1024.0160390138626,772.2719097137451,251.7441293001175,0.2458400256528692
23,24_CWE-918,1024.0160390138626,772.2719097137451,251.7441293001175,0.2458400256528692
24,25_CWE-918,1024.0177096128464,753.1389121413231,270.8787974715233,0.26452550080792575
25,26_CWE-918,1024.0177096128464,753.1389121413231,270.8787974715233,0.26452550080792575
26,27_CWE-918,1023.9982671737671,748.6647196412086,275.33354753255844,0.2688808725160038
27,28_CWE-918,1023.9982671737671,748.6647196412086,275.33354753255844,0.2688808725160038
28,29_CWE-918,1024.0272901058197,748.064973115921,275.9623169898987,0.2694872682166328
