blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
minimum-total-cost-to-make-arrays-unequal-Solution.minimumTotalCost,8,45,0,47,0.8490566037735849
smallest-integer-divisible-by-k-Solution.smallestRepunitDivByK,9,44,1,46,0.8301886792452831
cheapest-flights-within-k-stops-Solution.findCheapestPrice,10,43,1,46,0.8113207547169812
grid-illumination-Solution.gridIllumination,10,43,2,45,0.8113207547169812
maximize-the-minimum-powered-city-Solution.maxPower,10,43,1,46,0.8113207547169812
minCut-Solution.minCut,10,43,1,46,0.8113207547169812
rotting-oranges-Solution.orangesRotting,10,43,0,47,0.8113207547169812
as-far-from-land-as-possible-Solution.maxDistance,11,42,0,47,0.7924528301886793
bomb-enemy-Solution.maxKilledEnemies,11,42,0,47,0.7924528301886793
count-substrings-that-satisfy-k-constraint-ii-Solution.countKConstraintSubstrings,11,42,2,45,0.7924528301886793
perfect-rectangle-Solution.isRectangleCover,11,42,0,47,0.7924528301886793
stone-game-vi-Solution.stoneGameVI,11,42,0,47,0.7924528301886793
largest-color-value-in-a-directed-graph-Solution.largestPathValue,12,41,3,44,0.7735849056603774
maximum-star-sum-of-a-graph-Solution.maxStarSum,12,41,0,47,0.7735849056603774
check-if-there-is-a-valid-path-in-a-grid-Solution.hasValidPath,13,40,0,47,0.7547169811320755
maximum-non-negative-product-in-a-matrix-Solution.maxProductPath,13,40,0,47,0.7547169811320755
minimum-cost-to-reach-city-with-discounts-Solution.minimumCost,13,40,1,46,0.7547169811320755
minimum-sum-of-squared-difference-Solution.minSumSquareDiff,13,40,0,47,0.7547169811320755
surrounded-regions-Solution.solve,13,40,0,47,0.7547169811320755
walls-and-gates-Solution.wallsAndGates,13,40,1,46,0.7547169811320755
find-k-pairs-with-smallest-sums-Solution.kSmallestPairs,14,39,1,46,0.7358490566037735
maximum-sum-queries-Solution.maximumSumQueries,14,39,1,46,0.7358490566037735
maximum-value-sum-by-placing-three-rooks-ii-Solution.maximumValueSum,14,39,2,45,0.7358490566037735
minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix-Solution.minFlips,14,39,1,46,0.7358490566037735
minimum-subarrays-in-a-valid-split-Solution.validSubarraySplit,14,39,0,47,0.7358490566037735
number-of-paths-with-max-score-Solution.pathsWithMaxScore,14,39,1,46,0.7358490566037735
shortest-subarray-with-or-at-least-k-ii-Solution.minimumSubarrayLength,14,39,0,47,0.7358490566037735
time-to-cross-a-bridge-Solution.findCrossingTime,14,39,0,47,0.7358490566037735
