blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
benign_comments,0,53,0,47,1.0
benign_rename,13,40,1,46,0.7547169811320755
random3,28,25,2,45,0.4716981132075472
random1,32,21,4,43,0.39622641509433965
random2,39,14,14,33,0.2641509433962264
