blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
9880-Authority.canCall,5,19,13,91,0.7916666666666666
3129-test.record_human_readable_blockhash,7,17,37,67,0.7083333333333334
7006-NameFilter.nameFilter,7,17,14,90,0.7083333333333334
