blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
CodeLlama,1,23,7,97,0.9583333333333334
Gemma,60,50,3,15,0.45454545454545453
GPT4o,125,1,2,0,0.007936507936507936
Mixtral,122,3,1,2,0.024
MixtralExpert,104,17,2,5,0.14049586776859505
Phi,120,2,6,0,0.01639344262295082
