blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree-Solution.getTargetCopy,45,42,7,6,0.4827586206896552
prime-palindrome-Solution.primePalindrome,47,40,6,7,0.45977011494252873
campus-bikes-ii-Solution2.assignBikes,49,38,5,8,0.4367816091954023
game-of-life-Solution.gameOfLife,51,36,6,7,0.41379310344827586
sell-diminishing-valued-colored-balls-Solution.maxProfit,52,35,6,7,0.40229885057471265
check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence-Solution.isPrefixOfWord,54,33,8,5,0.3793103448275862
ransom-note-Solution.canConstruct,54,33,8,5,0.3793103448275862
missing-element-in-sorted-array-Solution.missingElement,55,32,8,5,0.367816091954023
sum-of-number-and-its-reverse-Solution2.sumOfNumberAndReverse,55,32,8,5,0.367816091954023
partition-array-into-disjoint-intervals-Solution.partitionDisjoint,56,31,6,7,0.3563218390804598
design-a-todo-list-TodoList2.addTask,57,30,6,7,0.3448275862068966
reverse-string-Solution.reverseString,57,30,6,7,0.3448275862068966
maximum-strong-pair-xor-i-Solution3.maximumStrongPairXor,58,29,7,6,0.3333333333333333
correct-a-binary-tree-Solution.correctBinaryTree,59,28,6,7,0.3218390804597701
rotate-image-Solution.rotate,59,28,4,9,0.3218390804597701
set-matrix-zeroes-Solution.setZeroes,59,28,2,11,0.3218390804597701
find-resultant-array-after-removing-anagrams-Solution2.removeAnagrams,60,27,6,7,0.3103448275862069
sort-even-and-odd-indices-independently-Solution2.sortEvenOdd,60,27,6,7,0.3103448275862069
distribute-candies-among-children-iii-Solution.distributeCandies,61,26,5,8,0.2988505747126437
duplicate-zeros-Solution.duplicateZeros,61,26,6,7,0.2988505747126437
maximum-height-by-stacking-cuboids-Solution.maxHeight,61,26,6,7,0.2988505747126437
word-squares-Solution.wordSquares,61,26,8,5,0.2988505747126437
copy-list-with-random-pointer-Solution2.copyRandomList,62,25,7,6,0.28735632183908044
decrypt-string-from-alphabet-to-integer-mapping-Solution2.freqAlphabets,62,25,6,7,0.28735632183908044
island-perimeter-Solution.islandPerimeter,62,25,5,8,0.28735632183908044
number-of-days-between-two-dates-Solution.daysBetweenDates,62,25,6,7,0.28735632183908044
palindrome-permutation-ii-Solution.permuteUniqueRecu,62,25,7,6,0.28735632183908044
robot-room-cleaner-Solution.cleanRoom,62,25,6,7,0.28735632183908044
shortest-bridge-Solution.shortestBridge,62,25,4,9,0.28735632183908044
smallest-number-in-infinite-set-SmallestInfiniteSet.popSmallest,62,25,7,6,0.28735632183908044
divide-an-array-into-subarrays-with-minimum-cost-ii-Solution3.minimumCost,63,24,6,7,0.27586206896551724
minimum-moves-to-move-a-box-to-their-target-location-Solution.minPushBox,63,24,7,6,0.27586206896551724
product-of-the-last-k-numbers-ProductOfNumbers.add,63,24,9,4,0.27586206896551724
surrounded-regions-Solution.solve,63,24,7,6,0.27586206896551724
