blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
benign_comments,60,65,0,3,0.52
random1,106,19,3,0,0.152
random2,115,10,2,1,0.08
random3,120,5,3,0,0.04
benign_rename,125,0,3,0,0.0
