,case_name,before,after,decrease,decrease_rate
0,177736_Bypass,1600,989.9259693622589,610.0740306377411,0.38129626914858816
1,177740_DoS_Exec_Code_Overflow_Mem._Corr.,1600,1070.0760267972946,529.9239732027054,0.3312024832516909
2,177741_DoS_Overflow,1600,970.5876590013504,629.4123409986496,0.393382713124156
3,177742_DoS_Overflow,1600,986.1973396539688,613.8026603460312,0.3836266627162695
4,177743_DoS,1600,775.7076076865196,824.2923923134804,0.5151827451959252
5,177747_DoS,1600,858.5200555324554,741.4799444675446,0.46342496529221533
6,177750_DoS_Exec_Code,1600,968.7986972332001,631.2013027667999,0.39450081422924993
7,177766_DoS,1600,945.774579167366,654.225420832634,0.40889088802039625
8,177767_DoS,1600,895.8141044378281,704.1858955621719,0.44011618472635744
9,177768_DoS,1600,815.1613745689392,784.8386254310608,0.490524140894413
10,177770_Bypass,1600,817.1528641581535,782.8471358418465,0.48927945990115407
11,177771_nan,1600,1037.3634524345398,562.6365475654602,0.3516478422284126
12,177773_DoS_Exec_Code_Overflow_Mem._Corr.,1600,1051.871112883091,548.128887116909,0.3425805544480681
13,177774_DoS_Exec_Code_Overflow,1600,865.2798893451691,734.7201106548309,0.4592000691592693
14,177775_DoS_Exec_Code_Overflow,1600,951.7837216854095,648.2162783145905,0.405135173946619
15,177777_DoS_Exec_Code_Overflow,1600,978.0118432641029,621.9881567358971,0.38874259795993565
16,177778_DoS_Exec_Code_Overflow,1600,1020.5707360506058,579.4292639493942,0.3621432899683714
17,177779_DoS_Exec_Code_Overflow,1600,988.5202416777611,611.4797583222389,0.3821748489513993
18,177780_DoS_Exec_Code_Overflow,1600,866.0015746951103,733.9984253048897,0.45874901581555605
19,177781_DoS_Exec_Code_Overflow,1600,952.6286895275116,647.3713104724884,0.40460706904530525
20,177783_DoS_Exec_Code_Overflow,1600,1002.6357063651085,597.3642936348915,0.37335268352180717
21,177786_DoS_Exec_Code_Overflow,1600,808.7037625908852,791.2962374091148,0.4945601483806968
22,177787_DoS_Exec_Code_Overflow,1600,1039.1515235304832,560.8484764695168,0.35053029779344796
23,177788_DoS_Exec_Code_Overflow,1600,746.0619027018547,853.9380972981453,0.5337113108113408
24,177789_DoS_Exec_Code_Overflow,1600,1007.9009907245636,592.0990092754364,0.37006188079714775
25,177792_DoS_Exec_Code_Overflow,1600,979.4129455685616,620.5870544314384,0.38786690901964904
26,177793_DoS_Exec_Code_Overflow,1600,775.604340672493,824.395659327507,0.5152472870796919
27,177794_nan,1600,997.8554906845093,602.1445093154907,0.3763403183221817
28,177795_nan,1600,1043.5816926956177,556.4183073043823,0.34776144206523896
29,177796_Overflow,1600,890.3427094221115,709.6572905778885,0.4435358066111803
30,177799_Overflow,1600,1014.2941541075706,585.7058458924294,0.36606615368276835
31,177807_Bypass,1600,861.0960475802422,738.9039524197578,0.46181497026234863
32,177809_Bypass,1600,1050.351599752903,549.648400247097,0.3435302501544356
33,177811_DoS,1600,1044.0097246170044,555.9902753829956,0.34749392211437224
34,177812_Bypass,1600,1000.0115885734558,599.9884114265442,0.37499275714159014
35,177815_Bypass,1600,944.6210034489632,655.3789965510368,0.40961187284439804
36,177816_Bypass,1600,807.2166600227356,792.7833399772644,0.49548958748579025
37,177821_DoS,1600,1037.9959164261818,562.0040835738182,0.3512525522336364
38,177823_Exec_Code_Overflow,1600,1062.985766530037,537.0142334699631,0.33563389591872694
39,177825_DoS,1600,80.11845344305038,1519.8815465569496,0.9499259665980935
40,177826_DoS_Exec_Code_Overflow,1600,90.80677914619446,1509.1932208538055,0.9432457630336285
41,177827_nan,1600,886.0792467594147,713.9207532405853,0.44620047077536584
42,177831_nan,1600,920.8930963277817,679.1069036722183,0.42444181479513643
43,177832_nan,1600,998.5171545147896,601.4828454852104,0.3759267784282565
44,177833_DoS_Overflow,1600,983.2978801131248,616.7021198868752,0.385438824929297
45,177839_+Info,1600,819.7722501754761,780.2277498245239,0.48764234364032744
46,177840_+Info,1600,899.5885873436928,700.4114126563072,0.437757132910192
47,177841_+Info,1600,971.2533921003342,628.7466078996658,0.39296662993729115
48,177842_+Info,1600,953.3712182641029,646.6287817358971,0.4041429885849357
49,177843_+Info,1600,1009.3892106413841,590.6107893586159,0.3691317433491349
50,177844_+Info,1600,1098.6129501461983,501.3870498538017,0.31336690615862606
51,177848_nan,1600,926.7723861336708,673.2276138663292,0.42076725866645576
52,177850_DoS_Overflow,1600,916.5741627216339,683.4258372783661,0.4271411482989788
53,177851_DoS_Overflow,1600,958.6581345796585,641.3418654203415,0.40083866588771344
54,177852_DoS_Overflow,1600,947.3516642451286,652.6483357548714,0.4079052098467946
55,177853_DoS_Overflow,1600,1029.1033395528793,570.8966604471207,0.3568104127794504
56,177855_Bypass,1600,1019.5859807729721,580.4140192270279,0.36275876201689244
57,177856_nan,1600,958.5124713182449,641.4875286817551,0.4009297054260969
58,177857_nan,1600,959.2177944779396,640.7822055220604,0.4004888784512877
59,177859_Exec_Code_Bypass,1600,961.3151313066483,638.6848686933517,0.39917804293334486
60,177860_Exec_Code_Bypass,1600,1040.9536377191544,559.0463622808456,0.3494039764255285
61,177862_Exec_Code,1600,952.2628480195999,647.7371519804001,0.40483571998775003
62,177865_DoS,1600,1018.061270236969,581.938729763031,0.3637117061018944
63,177867_nan,1600,862.7468596696854,737.2531403303146,0.4607832127064466
64,177869_nan,1600,914.1757107377052,685.8242892622948,0.42864018078893423
65,177870_nan,1600,921.2390288710594,678.7609711289406,0.42422560695558786
