blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
2414-TerocoinToken.transfer,20,90,0,18,0.8181818181818182
6366-GameConfig.getUpgradeCardsInfo,46,64,2,16,0.5818181818181818
4716-DateTime.toTimestamp,68,42,6,12,0.38181818181818183
5060-DateTime.toTimestamp,68,42,6,12,0.38181818181818183
5200-MintableToken.mint,68,42,8,10,0.38181818181818183
5283-DateTime.toTimestamp,68,42,6,12,0.38181818181818183
473-DateTime.toTimestamp,69,41,4,14,0.37272727272727274
1929-LILITHCOIN.mint,70,40,4,14,0.36363636363636365
662-SafeMath.add,71,39,4,14,0.35454545454545455
7717-StandardToken.transfer,71,39,6,12,0.35454545454545455
595-SafeMath.add,72,38,4,14,0.34545454545454546
3340-StandardToken.allowance,75,35,4,14,0.3181818181818182
4179-StandardToken.transferFrom,75,35,8,10,0.3181818181818182
1442-StandardToken.allowance,77,33,4,14,0.3
2083-StandardToken.decreaseApproval,77,33,7,11,0.3
2721-StandardToken.allowance,77,33,6,12,0.3
4217-StandardToken.allowance,77,33,6,12,0.3
594-SafeMath.add,78,32,5,13,0.2909090909090909
648-Crowdsale.buyTokens,78,32,6,12,0.2909090909090909
772-StandardToken.transferFrom,78,32,7,11,0.2909090909090909
424-StandardToken.allowance,79,31,5,13,0.2818181818181818
2522-StandardToken.decreaseApproval,80,30,7,11,0.2727272727272727
4923-BasicToken.transfer,80,30,6,12,0.2727272727272727
8507-StandardToken.allowance,80,30,4,14,0.2727272727272727
5176-StandardToken.increaseApproval,81,29,7,11,0.2636363636363636
5522-PausableToken.transferFrom,81,29,8,10,0.2636363636363636
1174-StandardToken.transferFrom,82,28,7,11,0.2545454545454545
1761-Zlots._finishSpin,82,28,16,2,0.2545454545454545
3733-PausableToken.approve,82,28,8,10,0.2545454545454545
4504-StandardToken.allowance,83,27,7,11,0.24545454545454545
1673-Zlots._finishSpin,84,26,8,10,0.23636363636363636
3736-StandardToken.allowance,84,26,7,11,0.23636363636363636
6588-StandardToken.transferFrom,85,25,6,12,0.22727272727272727
7794-crowdfund.redistributeTokensForAddresses,85,25,9,9,0.22727272727272727
4499-StandardToken.allowance,86,24,7,11,0.21818181818181817
7094-StandardToken.transferFrom,86,24,8,10,0.21818181818181817
271-MultiTransferToken.MultiTransfer,87,23,9,9,0.20909090909090908
4710-StandardToken.transferFrom,87,23,6,12,0.20909090909090908
7529-StandardToken.transferFrom,87,23,7,11,0.20909090909090908
2608-StandardToken.transferFrom,88,22,7,11,0.2
425-StandardToken.allowance,88,22,8,10,0.2
1491-StandardToken.decreaseApproval,89,21,9,9,0.19090909090909092
1655-TokenERC20._transfer,89,21,8,10,0.19090909090909092
5999-TokenERC20._transfer,92,18,7,11,0.16363636363636364
7470-StandardToken.transferFrom,92,18,9,9,0.16363636363636364
9216-StandardToken.increaseApproval,93,17,7,11,0.15454545454545454
9400-StandardToken.transferFrom,93,17,9,9,0.15454545454545454
4514-MintableToken.mintArray,94,16,11,7,0.14545454545454545
8038-Crowdsale.buyTokens,94,16,9,9,0.14545454545454545
247-MultiTransferToken.MultiTransfer,95,15,9,9,0.13636363636363635
3738-StandardToken.transferFrom,95,15,10,8,0.13636363636363635
9794-ERC20Token.transferFrom,95,15,10,8,0.13636363636363635
1412-StandardToken.decreaseApproval,96,14,8,10,0.12727272727272726
9911-ERC20Token.transferFrom,96,14,10,8,0.12727272727272726
6870-StandardToken.transferFrom,97,13,12,6,0.11818181818181818
1472-Zlots._finishSpin,98,12,13,5,0.10909090909090909
4517-StandardToken.decreaseApproval,98,12,8,10,0.10909090909090909
1096-Zlots._finishSpin,99,11,15,3,0.1
2630-StandardToken.increaseApproval,99,11,12,6,0.1
1101-Zlots._finishSpin,100,10,15,3,0.09090909090909091
1546-Zlots._finishSpin,100,10,11,7,0.09090909090909091
2827-DragonDividends.purchaseTokens,101,9,15,3,0.08181818181818182
7790-crowdfund.redistributeTokensForAddresses,101,9,11,7,0.08181818181818182
4650-StandardToken.increaseApproval,102,8,12,6,0.07272727272727272
6990-StandardToken.transferFrom,102,8,13,5,0.07272727272727272
9670-BancorKillerContract.withdraw_token,102,8,11,7,0.07272727272727272
7046-TokenVesting.revoke,103,7,11,7,0.06363636363636363
5638-StandardToken.transferFrom,104,6,9,9,0.05454545454545454
7797-BasicMultiToken.burnSome,104,6,12,6,0.05454545454545454
782-StandardToken.transferFrom,104,6,11,7,0.05454545454545454
9351-DreamTokensVesting.withdrawTokens,104,6,16,2,0.05454545454545454
1056-Zlots._finishSpin,105,5,15,3,0.045454545454545456
1705-StandardToken.increaseApproval,105,5,13,5,0.045454545454545456
1754-Basic777.callOperator,105,5,17,1,0.045454545454545456
