blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
8543-ConvertLib.convert,2,22,2,102,0.9166666666666666
7006-NameFilter.nameFilter,7,17,14,90,0.7083333333333334
2912-Airdropper.multisend,10,14,32,72,0.5833333333333334
