blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
benign_comments,39,71,0,18,0.6454545454545455
random2,45,65,3,15,0.5909090909090909
random3,51,59,2,16,0.5363636363636364
random1,70,40,3,15,0.36363636363636365
benign_rename,107,3,13,5,0.02727272727272727
