blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
benign_comments,1,26,2,99,0.9629629629629629
random1,6,21,11,90,0.7777777777777778
random3,7,20,7,94,0.7407407407407407
benign_rename,8,19,20,81,0.7037037037037037
random2,18,9,32,69,0.3333333333333333
