blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
2414-TerocoinToken.transfer,89,37,1,1,0.29365079365079366
6366-GameConfig.getUpgradeCardsInfo,124,2,2,0,0.015873015873015872
4716-DateTime.toTimestamp,126,0,2,0,0.0
