blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
CodeLlama,1,23,8,96,0.9583333333333334
Gemma,83,27,7,11,0.24545454545454545
GPT4o,125,1,2,0,0.007936507936507936
Mixtral,123,2,3,0,0.016
MixtralExpert,113,8,4,3,0.06611570247933884
Phi,122,0,6,0,0.0
