blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
CodeLlama,6,18,8,96,0.75
Gemma,60,50,4,14,0.45454545454545453
GPT4o,126,0,1,1,0.0
Mixtral,120,5,3,0,0.04
MixtralExpert,110,11,6,1,0.09090909090909091
Phi,122,0,6,0,0.0
