blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
CodeLlama,24,0,101,3,0.0
Gemma,65,45,8,10,0.4090909090909091
GPT4o,126,0,2,0,0.0
Mixtral,95,30,3,0,0.24
MixtralExpert,77,44,5,2,0.36363636363636365
Phi,118,4,6,0,0.03278688524590164
