blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
benign_comments,0,82,0,18,1.0
benign_rename,1,81,0,18,0.9878048780487805
random3,6,76,3,15,0.926829268292683
random1,8,74,0,18,0.9024390243902439
random2,10,72,5,13,0.8780487804878049
