blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
random2,10,35,10,45,0.7777777777777778
random3,13,32,9,46,0.7111111111111111
random1,18,27,16,39,0.6
benign_rename,29,16,18,37,0.35555555555555557
benign_comments,31,14,34,21,0.3111111111111111
