blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree-Solution.getTargetCopy,50,45,2,3,0.47368421052631576
prime-palindrome-Solution.primePalindrome,52,43,1,4,0.45263157894736844
campus-bikes-ii-Solution2.assignBikes,53,42,1,4,0.4421052631578947
game-of-life-Solution.gameOfLife,55,40,2,3,0.42105263157894735
sell-diminishing-valued-colored-balls-Solution.maxProfit,55,40,3,2,0.42105263157894735
check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence-Solution.isPrefixOfWord,58,37,4,1,0.3894736842105263
partition-array-into-disjoint-intervals-Solution.partitionDisjoint,59,36,3,2,0.37894736842105264
ransom-note-Solution.canConstruct,59,36,3,2,0.37894736842105264
missing-element-in-sorted-array-Solution.missingElement,60,35,3,2,0.3684210526315789
reverse-string-Solution.reverseString,60,35,3,2,0.3684210526315789
set-matrix-zeroes-Solution.setZeroes,60,35,1,4,0.3684210526315789
sum-of-number-and-its-reverse-Solution2.sumOfNumberAndReverse,60,35,3,2,0.3684210526315789
rotate-image-Solution.rotate,61,34,2,3,0.35789473684210527
design-a-todo-list-TodoList2.addTask,62,33,1,4,0.3473684210526316
sort-even-and-odd-indices-independently-Solution2.sortEvenOdd,62,33,4,1,0.3473684210526316
correct-a-binary-tree-Solution.correctBinaryTree,63,32,2,3,0.3368421052631579
distribute-candies-among-children-iii-Solution.distributeCandies,63,32,3,2,0.3368421052631579
maximum-strong-pair-xor-i-Solution3.maximumStrongPairXor,63,32,2,3,0.3368421052631579
decrypt-string-from-alphabet-to-integer-mapping-Solution2.freqAlphabets,64,31,4,1,0.3263157894736842
duplicate-zeros-Solution.duplicateZeros,64,31,3,2,0.3263157894736842
find-resultant-array-after-removing-anagrams-Solution2.removeAnagrams,64,31,2,3,0.3263157894736842
island-perimeter-Solution.islandPerimeter,64,31,3,2,0.3263157894736842
maximum-height-by-stacking-cuboids-Solution.maxHeight,65,30,2,3,0.3157894736842105
robot-room-cleaner-Solution.cleanRoom,65,30,3,2,0.3157894736842105
shortest-bridge-Solution.shortestBridge,65,30,1,4,0.3157894736842105
copy-list-with-random-pointer-Solution2.copyRandomList,66,29,3,2,0.30526315789473685
number-of-days-between-two-dates-Solution.daysBetweenDates,66,29,2,3,0.30526315789473685
palindrome-permutation-ii-Solution.permuteUniqueRecu,66,29,3,2,0.30526315789473685
minimum-moves-to-move-a-box-to-their-target-location-Solution.minPushBox,67,28,3,2,0.29473684210526313
number-of-unique-good-subsequences-Solution.numberOfUniqueGoodSubsequences,67,28,2,3,0.29473684210526313
smallest-number-in-infinite-set-SmallestInfiniteSet.popSmallest,67,28,2,3,0.29473684210526313
surrounded-regions-Solution.solve,67,28,3,2,0.29473684210526313
word-squares-Solution.wordSquares,67,28,2,3,0.29473684210526313
collect-coins-in-a-tree-Solution.collectTheCoins,68,27,0,5,0.28421052631578947
divide-an-array-into-subarrays-with-minimum-cost-ii-Solution3.minimumCost,68,27,1,4,0.28421052631578947
product-of-the-last-k-numbers-ProductOfNumbers.add,68,27,4,1,0.28421052631578947
symmetric-tree-Solution.isSymmetric,68,27,4,1,0.28421052631578947
the-latest-time-to-catch-a-bus-Solution.latestTimeCatchTheBus,68,27,2,3,0.28421052631578947
apply-operations-to-make-sum-of-array-greater-than-or-equal-to-k-Solution.minOperations,69,26,2,3,0.2736842105263158
count-substrings-that-satisfy-k-constraint-ii-Solution.countKConstraintSubstrings,69,26,4,1,0.2736842105263158
kth-missing-positive-number-Solution.findKthPositive,69,26,4,1,0.2736842105263158
maximum-subarray-sum-with-one-deletion-Solution.maximumSum,69,26,3,2,0.2736842105263158
number-of-burgers-with-no-waste-of-ingredients-Solution.numOfBurgers,69,26,4,1,0.2736842105263158
numbers-with-repeated-digits-Solution.numDupDigitsAtMostN,69,26,4,1,0.2736842105263158
reverse-words-in-a-string-iii-Solution.reverseWords,69,26,1,4,0.2736842105263158
basic-calculator-Solution2.calculate,70,25,3,2,0.2631578947368421
decoded-string-at-index-Solution.decodeAtIndex,70,25,4,1,0.2631578947368421
design-twitter-Twitter.getNewsFeed,70,25,4,1,0.2631578947368421
find-the-largest-palindrome-divisible-by-k-Solution.largestPalindrome,70,25,2,3,0.2631578947368421
k-similar-strings-Solution.kSimilarity,70,25,1,4,0.2631578947368421
maximum-employees-to-be-invited-to-a-meeting-Solution.maximumInvitations,70,25,2,3,0.2631578947368421
shortest-and-lexicographically-smallest-beautiful-string-Solution.shortestBeautifulSubstring,70,25,4,1,0.2631578947368421
sum-of-all-odd-length-subarrays-Solution.sumOddLengthSubarrays,70,25,1,4,0.2631578947368421
check-if-there-is-a-valid-path-in-a-grid-Solution.hasValidPath,71,24,3,2,0.25263157894736843
count-integers-with-even-digit-sum-Solution2.countEven,71,24,2,3,0.25263157894736843
longest-increasing-subsequence-SegmentTree.query,71,24,2,3,0.25263157894736843
reverse-nodes-in-k-group-Solution.reverseKGroup,71,24,4,1,0.25263157894736843
summary-ranges-Solution.summaryRanges,71,24,3,2,0.25263157894736843
find-closest-node-to-given-two-nodes-Solution.closestMeetingNode,72,23,3,2,0.24210526315789474
find-the-minimum-possible-sum-of-a-beautiful-array-Solution.minimumPossibleSum,72,23,3,2,0.24210526315789474
minimum-operations-to-collect-elements-Solution.minOperations,72,23,4,1,0.24210526315789474
stream-of-characters2-AhoTrie.__create_ac_suffix_and_output_links,72,23,1,4,0.24210526315789474
k-concatenation-maximum-sum-Solution.kConcatenationMaxSum,73,22,2,3,0.23157894736842105
word-break-ii-Solution.wordBreak,73,22,4,1,0.23157894736842105
iterator-for-combination-CombinationIterator2.__iterative_backtracking,74,21,4,1,0.22105263157894736
number-of-nodes-with-value-one-Solution2.numberOfNodes,74,21,4,1,0.22105263157894736
number-of-ways-to-separate-numbers-Solution.numberOfCombinations,74,21,1,4,0.22105263157894736
calculate-money-in-leetcode-bank-Solution.totalMoney,75,20,2,3,0.21052631578947367
majority-element-ii-Solution.majorityElement,75,20,4,1,0.21052631578947367
basic-calculator-iii-Solution2.calculate,76,19,2,3,0.2
count-sorted-vowel-strings-Solution.countVowelStrings,76,19,2,3,0.2
design-a-stack-with-increment-operation-CustomStack.pop,76,19,3,2,0.2
maximize-number-of-nice-divisors-Solution.maxNiceDivisors,76,19,1,4,0.2
number-of-good-paths-UnionFind.union_set,76,19,2,3,0.2
regular-expression-matching-Solution3.isMatch,76,19,3,2,0.2
word-ladder-ii-Solution2.findLadders,76,19,4,1,0.2
word-search-ii-Solution.findWords,76,19,3,2,0.2
design-front-middle-back-queue-FrontMiddleBackQueue.popFront,77,18,3,2,0.18947368421052632
implement-rand10-using-rand7-Solution.rand10,77,18,4,1,0.18947368421052632
minimum-moves-to-equal-array-elements-ii-Solution.minMoves2,77,18,3,2,0.18947368421052632
number-of-ways-to-stay-in-the-same-place-after-some-steps-Solution.numWays,77,18,3,2,0.18947368421052632
strong-password-checker-Solution.strongPasswordChecker,77,18,2,3,0.18947368421052632
smallest-integer-divisible-by-k-Solution.smallestRepunitDivByK,78,17,2,3,0.17894736842105263
strobogrammatic-number-iii-Solution.countStrobogrammaticUntil,78,17,2,3,0.17894736842105263
sum-game-Solution.sumGame,78,17,3,2,0.17894736842105263
sum-of-all-subset-xor-totals-Solution.subsetXORSum,78,17,1,4,0.17894736842105263
check-if-point-is-reachable-Solution.isReachable,79,16,4,1,0.16842105263157894
find-elements-in-a-contaminated-binary-tree-FindElements.__init__,79,16,3,2,0.16842105263157894
string-matching-in-an-array-Solution2.stringMatching,79,16,3,2,0.16842105263157894
valid-number-Solution.isNumber,79,16,3,2,0.16842105263157894
erect-the-fence-Solution.outerTrees,80,15,3,2,0.15789473684210525
design-a-leaderboard-Leaderboard.top,81,14,1,4,0.14736842105263157
verbal-arithmetic-puzzle-Solution.isSolvable,81,14,3,2,0.14736842105263157
subarrays-distinct-element-sum-of-squares-i-Solution2.sumCounts,82,13,3,2,0.1368421052631579
find-first-and-last-position-of-element-in-sorted-array-Solution.searchRange,83,12,3,2,0.12631578947368421
minimum-time-to-type-word-using-special-typewriter-Solution.minTimeToType,84,11,3,2,0.11578947368421053
words-within-two-edits-of-dictionary-Solution.twoEditWords,84,11,3,2,0.11578947368421053
stream-of-characters-AhoTrie.__get_ac_node_outputs,86,9,4,1,0.09473684210526316
unique-binary-search-trees-ii-TreeNode.__repr__,86,9,3,2,0.09473684210526316
android-unlock-patterns-Solution2.numberOfPatterns,89,6,1,4,0.06315789473684211
