blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
CodeLlama,1,81,0,18,0.9878048780487805
Gemma,74,21,3,2,0.22105263157894736
Mixtral,27,21,2,50,0.4375
MixtralExpert,29,16,18,37,0.35555555555555557
Phi,15,16,2,67,0.5161290322580645
