blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
minimum-time-to-finish-the-race-Solution.minimumFinishTime,27,40,13,20,0.5970149253731343
shortest-common-supersequence-Solution.shortestCommonSupersequence,27,40,12,21,0.5970149253731343
find-a-safe-walk-through-a-grid-Solution.findSafeWalk,28,39,12,21,0.582089552238806
find-the-grid-of-region-average-Solution.resultGrid,28,39,10,23,0.582089552238806
get-watched-videos-by-your-friends-Solution.watchedVideosByFriends,28,39,10,23,0.582089552238806
searchMatrix2-Solution.searchMatrix,28,39,11,22,0.582089552238806
stamping-the-sequence-Solution.movesToStamp,28,39,11,22,0.582089552238806
confusing-number-Solution.confusingNumber,29,38,8,25,0.5671641791044776
find-products-of-elements-of-big-array-Solution.findProductsOfElements,29,38,10,23,0.5671641791044776
minimumTotal-Solution.minimumTotal,29,38,14,19,0.5671641791044776
palindromePartition-Solution.partition,29,38,15,18,0.5671641791044776
sum-of-remoteness-of-all-cells-Solution.sumRemoteness,29,38,12,21,0.5671641791044776
surrounded-regions-Solution.solve,29,38,7,26,0.5671641791044776
build-a-matrix-with-conditions-Solution.buildMatrix,30,37,12,21,0.5522388059701493
distribute-repeating-integers-Solution.canDistribute,30,37,14,19,0.5522388059701493
minimum-adjacent-swaps-for-k-consecutive-ones-Solution.minMoves,30,37,15,18,0.5522388059701493
prime-pairs-with-target-sum-Solution.findPrimePairs,30,37,7,26,0.5522388059701493
erect-the-fence-Solution.outerTrees,31,36,17,16,0.5373134328358209
numDistinct-Solution.numDistinct,31,36,15,18,0.5373134328358209
execution-of-all-suffix-instructions-staying-in-a-grid-Solution.executeInstructions,32,35,19,14,0.5223880597014925
maximum-sum-of-3-non-overlapping-subarrays-Solution.maxSumOfThreeSubarrays,32,35,12,21,0.5223880597014925
sorted-gcd-pair-queries-Solution.gcdValues,32,35,12,21,0.5223880597014925
spiral-matrix-iv-Solution.spiralMatrix,32,35,14,19,0.5223880597014925
stamping-the-grid-Solution.possibleToStamp,32,35,13,20,0.5223880597014925
the-most-similar-path-in-a-graph-Solution.mostSimilar,33,34,13,20,0.5074626865671642
high-access-employees-Solution.findHighAccessEmployees,34,33,12,21,0.4925373134328358
find-the-index-of-the-large-integer-Solution.getIndex,35,32,9,24,0.47761194029850745
find-the-occurrence-of-first-almost-equal-substring-Solution.minStartingIndex,35,32,16,17,0.47761194029850745
grid-illumination-Solution.gridIllumination,35,32,11,22,0.47761194029850745
majority-element-ii-Solution.majorityElement,35,32,15,18,0.47761194029850745
number-of-ways-to-reconstruct-a-tree-Solution.checkWays,35,32,18,15,0.47761194029850745
word-pattern-Solution.wordPattern,35,32,19,14,0.47761194029850745
check-if-it-is-a-good-array-Solution.isGoodArray,36,31,16,17,0.4626865671641791
double-modular-exponentiation-Solution.getGoodIndices,36,31,22,11,0.4626865671641791
guess-the-number-using-bitwise-questions-i-Solution.findNumber,36,31,16,17,0.4626865671641791
shortest-cycle-in-a-graph-Solution.findShortestCycle,36,31,16,17,0.4626865671641791
best-time-to-buy-and-sell-stock-iv-Solution.maxProfit,37,30,16,17,0.44776119402985076
maximum-number-of-operations-with-the-same-score-ii-Solution.maxOperations,37,30,10,23,0.44776119402985076
maximum-number-of-upgradable-servers-Solution.maxUpgrades,37,30,14,19,0.44776119402985076
minimum-cost-for-tickets-Solution.mincostTickets,37,30,13,20,0.44776119402985076
minimum-operations-to-convert-number-Solution.minimumOperations,37,30,11,22,0.44776119402985076
number-of-pairs-of-interchangeable-rectangles-Solution.interchangeableRectangles,37,30,17,16,0.44776119402985076
couples-holding-hands-Solution.minSwapsCouples,38,29,13,20,0.43283582089552236
match-alphanumerical-pattern-in-matrix-i-Solution.findPattern,38,29,16,17,0.43283582089552236
number-of-black-blocks-Solution.countBlackBlocks,38,29,15,18,0.43283582089552236
number-of-equal-numbers-blocks-Solution.countBlocks,38,29,18,15,0.43283582089552236
isMatch-Solution.isMatch,39,28,12,21,0.417910447761194
time-taken-to-cross-the-door-Solution.timeTaken,39,28,17,16,0.417910447761194
closest-subsequence-sum-Solution.minAbsDifference,40,27,19,14,0.40298507462686567
number-of-atoms-Solution.countOfAtoms,41,26,19,14,0.3880597014925373
statistics-from-a-large-sample-Solution.sampleStats,41,26,16,17,0.3880597014925373
create-binary-tree-from-descriptions-Solution.createBinaryTree,42,25,15,18,0.373134328358209
find-indices-with-index-and-value-difference-ii-Solution.findIndices,42,25,17,16,0.373134328358209
find-nearest-right-node-in-binary-tree-Solution.findNeartestRightNode,42,25,17,16,0.373134328358209
find-root-of-n-ary-tree-Solution.findRoot,42,25,21,12,0.373134328358209
reconstruct-original-digits-from-english-Solution.originalDigits,42,25,16,17,0.373134328358209
isInterleave-Solution.isInterleave,43,24,12,21,0.3582089552238806
extract-kth-character-from-the-rope-tree-Solution.getKthCharacter,44,23,14,19,0.34328358208955223
find-pattern-in-infinite-stream-ii-Solution.findPattern,44,23,16,17,0.34328358208955223
minimum-sum-of-squared-difference-Solution.minSumSquareDiff,44,23,16,17,0.34328358208955223
guess-the-majority-in-a-hidden-array-Solution.guessMajority,45,22,18,15,0.3283582089552239
jump-Solution.jump,45,22,13,20,0.3283582089552239
number-of-different-subsequences-gcds-Solution.countDifferentSubsequenceGCDs,45,22,24,9,0.3283582089552239
product-of-two-run-length-encoded-arrays-Solution.findRLEArray,45,22,17,16,0.3283582089552239
rearrange-spaces-between-words-Solution.reorderSpaces,45,22,15,18,0.3283582089552239
permutation-sequence-Solution.getPermutation,46,21,19,14,0.31343283582089554
convert-Solution.convert,47,20,14,19,0.29850746268656714
find-indices-with-index-and-value-difference-i-Solution.findIndices,47,20,16,17,0.29850746268656714
reformat-phone-number-Solution.reformatNumber,47,20,17,16,0.29850746268656714
smallest-greater-multiple-made-of-two-digits-Solution.findInteger,47,20,20,13,0.29850746268656714
find-pattern-in-infinite-stream-i-Solution.findPattern,49,18,15,18,0.26865671641791045
