blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
7006-NameFilter.nameFilter,52,73,0,3,0.584
3129-test.record_human_readable_blockhash,63,62,1,2,0.496
3671-Foo.doit,95,30,0,3,0.24
9880-Authority.canCall,98,27,2,1,0.216
2742-Hasher.hashLoop,99,26,0,3,0.208
3829-ECRecovery.recover,99,26,0,3,0.208
7364-FileCoinCash.FileCoinCash,99,26,0,3,0.208
1905-StringYokes.zint_bytes32ToString,100,25,0,3,0.2
5936-StringYokes.zint_bytes32ToString,101,24,0,3,0.192
8228-ENXAirDrop.airDrop,101,24,1,2,0.192
9827-CustomToken.CustomToken,101,24,1,2,0.192
1721-StringYokes.zint_bytes32ToString,102,23,0,3,0.184
1726-StringYokes.zint_bytes32ToString,102,23,0,3,0.184
6279-CustomToken.CustomToken,104,21,1,2,0.168
801-CustomToken.CustomToken,104,21,1,2,0.168
9877-Authority.canCall,104,21,2,1,0.168
7070-CustomToken.CustomToken,105,20,1,2,0.16
8350-EthealHelper.forwardable,105,20,1,2,0.16
351-CustomToken.CustomToken,106,19,1,2,0.152
3682-Foo.doit,106,19,0,3,0.152
4036-CustomToken.CustomToken,106,19,0,3,0.152
1138-Destroy.delegatecall_selfdestruct,107,18,0,3,0.144
1816-CustomToken.CustomToken,107,18,0,3,0.144
1834-CustomToken.CustomToken,107,18,0,3,0.144
4043-CustomToken.CustomToken,107,18,1,2,0.144
449-Airdrop.multisend,107,18,1,2,0.144
6270-CustomToken.CustomToken,107,18,2,1,0.144
2912-Airdropper.multisend,108,17,0,3,0.136
450-EBU.transfer,108,17,0,3,0.136
9196-CustomToken.CustomToken,108,17,1,2,0.136
1863-StringLib.generateName,109,16,0,3,0.128
2505-EthealHodlHelper.getAddress,109,16,0,3,0.128
2675-Airdropper.multisend,109,16,0,3,0.128
3777-Fees.payout,109,16,2,1,0.128
4479-cyberEntry2.cyberEntry2,109,16,1,2,0.128
457-CustomToken.CustomToken,109,16,0,3,0.128
7772-getKittyInfo.getInfo,109,16,1,2,0.128
8458-CustomToken.CustomToken,109,16,1,2,0.128
8846-CustomToken.CustomToken,109,16,0,3,0.128
2015-AirDropContract.transfer,110,15,0,3,0.12
4520-CustomToken.CustomToken,110,15,1,2,0.12
7303-CustomToken.CustomToken,110,15,0,3,0.12
9800-CustomToken.CustomToken,110,15,0,3,0.12
1851-secondContract.BirthdayBoyClickHere,111,14,1,2,0.112
1967-CustomToken.CustomToken,111,14,0,3,0.112
2230-CustomToken.CustomToken,111,14,0,3,0.112
2273-Airdropper.multisend,111,14,0,3,0.112
345-demo.transfer,111,14,0,3,0.112
5286-CustomToken.CustomToken,111,14,0,3,0.112
5496-CustomToken.CustomToken,111,14,0,3,0.112
5716-ViewBalances.checkBalances,111,14,1,2,0.112
5958-VpaxContract.transferCoins,111,14,0,3,0.112
6402-CustomToken.CustomToken,111,14,0,3,0.112
6576-CustomToken.CustomToken,111,14,1,2,0.112
9689-CustomToken.CustomToken,111,14,1,2,0.112
2032-CustomToken.CustomToken,112,13,0,3,0.104
2997-RatForward.get,112,13,0,3,0.104
4500-OrderString.getOrderString,112,13,0,3,0.104
5285-CustomToken.CustomToken,112,13,0,3,0.104
5444-Airdropper.multisend,112,13,0,3,0.104
7451-AirDrop.airDrop,112,13,1,2,0.104
7505-CustomToken.CustomToken,112,13,1,2,0.104
8328-CustomToken.CustomToken,112,13,1,2,0.104
8463-CustomToken.CustomToken,112,13,0,3,0.104
2488-Airdropper.multisend,113,12,0,3,0.096
2609-airdropManager.send,113,12,0,3,0.096
3490-RatForward.get,113,12,0,3,0.096
6158-GongChuangToken.GongChuangToken,113,12,1,2,0.096
920-QuantumpayAirdropper.multisend,113,12,1,2,0.096
2297-BITXMultiTransfer.multisend,114,11,0,3,0.088
2946-SuicideContract.NukeContract,114,11,0,3,0.088
4088-CustomToken.CustomToken,114,11,0,3,0.088
5848-Airdropper.multisend,114,11,1,2,0.088
1004-Airdrop.doAirdrop,115,10,0,3,0.08
8543-ConvertLib.convert,115,10,0,3,0.08
1871-T_TOTAL.retrieve,116,9,1,2,0.072
2844-InternalTxsTest.batch,116,9,0,3,0.072
3405-Airdropper.multisend,116,9,0,3,0.072
9900-Disperse.disperseToken,116,9,1,2,0.072
1976-Airdropper.multisend,117,8,1,2,0.064
2418-Untitled.test,117,8,0,3,0.064
5267-MultiTransfer.multiTransfer,117,8,1,2,0.064
9192-proofofpower.uploadData,117,8,0,3,0.064
2242-Airdropper.multisend,118,7,2,1,0.056
5178-Rainmaker.letItRain,118,7,2,1,0.056
761-MultiTransfer.transfer,118,7,0,3,0.056
3655-Factory.createPermissionsBot,119,6,0,3,0.048
7540-LoeriadeNabidaz.pay,119,6,2,1,0.048
8406-balanceChecker.checkBals,119,6,0,3,0.048
261-EBU.transfer,120,5,1,2,0.04
3993-Giver.getToken,120,5,1,2,0.04
2979-WhiteList.canTransfer,121,4,2,1,0.032
9757-ZhenNet.store,121,4,1,2,0.032
3916-br.sendToken,122,3,1,2,0.024
3917-Brute.sendToken,122,3,0,3,0.024
526-GetsBurned.BurnMe,122,3,0,3,0.024
2931-StringDump.emitEvent,123,2,0,3,0.016
6323-ParaTransfer.superTransfer,124,1,1,2,0.008
7041-Airdrop.drop,124,1,0,3,0.008
9700-Airdrop.drop,124,1,0,3,0.008
