blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
5848-Airdropper.multisend,9,15,27,77,0.625
6323-ParaTransfer.superTransfer,9,15,45,59,0.625
7772-getKittyInfo.getInfo,9,15,14,90,0.625
9900-Disperse.disperseToken,9,15,24,80,0.625
1816-CustomToken.CustomToken,10,14,14,90,0.5833333333333334
2230-CustomToken.CustomToken,10,14,19,85,0.5833333333333334
2488-Airdropper.multisend,10,14,33,71,0.5833333333333334
2912-Airdropper.multisend,10,14,32,72,0.5833333333333334
3405-Airdropper.multisend,10,14,28,76,0.5833333333333334
3993-Giver.getToken,10,14,36,68,0.5833333333333334
5444-Airdropper.multisend,10,14,28,76,0.5833333333333334
920-QuantumpayAirdropper.multisend,10,14,30,74,0.5833333333333334
9827-CustomToken.CustomToken,10,14,18,86,0.5833333333333334
4036-CustomToken.CustomToken,11,13,15,89,0.5416666666666666
4043-CustomToken.CustomToken,11,13,19,85,0.5416666666666666
5178-Rainmaker.letItRain,11,13,20,84,0.5416666666666666
6279-CustomToken.CustomToken,11,13,16,88,0.5416666666666666
6576-CustomToken.CustomToken,11,13,25,79,0.5416666666666666
7070-CustomToken.CustomToken,11,13,18,86,0.5416666666666666
8458-CustomToken.CustomToken,11,13,16,88,0.5416666666666666
8463-CustomToken.CustomToken,11,13,24,80,0.5416666666666666
9800-CustomToken.CustomToken,11,13,28,76,0.5416666666666666
1834-CustomToken.CustomToken,12,12,16,88,0.5
2242-Airdropper.multisend,12,12,31,73,0.5
2505-EthealHodlHelper.getAddress,12,12,19,85,0.5
2675-Airdropper.multisend,12,12,23,81,0.5
351-CustomToken.CustomToken,12,12,16,88,0.5
3916-br.sendToken,12,12,60,44,0.5
457-CustomToken.CustomToken,12,12,14,90,0.5
6402-CustomToken.CustomToken,12,12,25,79,0.5
7303-CustomToken.CustomToken,12,12,21,83,0.5
7505-CustomToken.CustomToken,12,12,29,75,0.5
9196-CustomToken.CustomToken,12,12,14,90,0.5
2032-CustomToken.CustomToken,13,11,24,80,0.4583333333333333
261-EBU.transfer,13,11,24,80,0.4583333333333333
2997-RatForward.get,13,11,36,68,0.4583333333333333
345-demo.transfer,13,11,24,80,0.4583333333333333
4088-CustomToken.CustomToken,13,11,30,74,0.4583333333333333
5285-CustomToken.CustomToken,13,11,28,76,0.4583333333333333
5286-CustomToken.CustomToken,13,11,21,83,0.4583333333333333
5496-CustomToken.CustomToken,13,11,20,84,0.4583333333333333
6270-CustomToken.CustomToken,13,11,13,91,0.4583333333333333
8328-CustomToken.CustomToken,13,11,23,81,0.4583333333333333
8846-CustomToken.CustomToken,13,11,26,78,0.4583333333333333
9689-CustomToken.CustomToken,13,11,22,82,0.4583333333333333
3777-Fees.payout,14,10,39,65,0.4166666666666667
3917-Brute.sendToken,14,10,42,62,0.4166666666666667
801-CustomToken.CustomToken,14,10,15,89,0.4166666666666667
8228-ENXAirDrop.airDrop,14,10,47,57,0.4166666666666667
2609-airdropManager.send,15,9,45,59,0.375
4520-CustomToken.CustomToken,15,9,29,75,0.375
7364-FileCoinCash.FileCoinCash,19,5,51,53,0.20833333333333334
