blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
CodeLlama,24,0,90,14,0.0
Gemma,64,46,6,12,0.41818181818181815
GPT4o,126,0,2,0,0.0
Mixtral,85,40,1,2,0.32
MixtralExpert,46,75,1,6,0.6198347107438017
Phi,104,18,6,0,0.14754098360655737
