blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
CodeLlama,5,19,13,91,0.7916666666666666
Gemma,70,40,9,9,0.36363636363636365
GPT4o,125,1,1,1,0.007936507936507936
Mixtral,98,27,2,1,0.216
MixtralExpert,102,19,4,3,0.15702479338842976
Phi,119,3,6,0,0.02459016393442623
