blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
CodeLlama,2,22,5,99,0.9166666666666666
Gemma,64,46,4,14,0.41818181818181815
GPT4o,125,1,1,1,0.007936507936507936
Mixtral,100,25,0,3,0.2
MixtralExpert,101,20,3,4,0.1652892561983471
Phi,120,2,5,1,0.01639344262295082
