blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
CodeLlama,12,12,19,85,0.5
Gemma,79,31,8,10,0.2818181818181818
GPT4o,111,15,1,1,0.11904761904761904
Mixtral,109,16,0,3,0.128
MixtralExpert,113,8,3,4,0.06611570247933884
Phi,110,12,2,4,0.09836065573770492
