blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
CodeLlama,9,15,17,87,0.625
Gemma,58,52,2,16,0.4727272727272727
GPT4o,123,3,1,1,0.023809523809523808
Mixtral,117,8,1,2,0.064
MixtralExpert,114,7,3,4,0.05785123966942149
Phi,121,1,5,1,0.00819672131147541
