blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
CodeLlama,9,15,24,80,0.625
Gemma,56,54,2,16,0.4909090909090909
GPT4o,118,8,1,1,0.06349206349206349
Mixtral,116,9,1,2,0.072
MixtralExpert,112,9,1,6,0.0743801652892562
Phi,120,2,6,0,0.01639344262295082
