blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
CodeLlama,8,16,27,77,0.6666666666666666
Gemma,73,37,6,12,0.33636363636363636
GPT4o,123,3,1,1,0.023809523809523808
Mixtral,113,12,0,3,0.096
MixtralExpert,109,12,4,3,0.09917355371900827
Phi,121,1,6,0,0.00819672131147541
