blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
CodeLlama,9,15,7,97,0.625
Gemma,45,65,2,16,0.5909090909090909
GPT4o,123,3,1,1,0.023809523809523808
Mixtral,123,2,0,3,0.016
MixtralExpert,99,22,5,2,0.18181818181818182
Phi,122,0,5,1,0.0
