blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
CodeLlama,4,20,5,99,0.8333333333333334
Gemma,64,46,4,14,0.41818181818181815
GPT4o,119,7,1,1,0.05555555555555555
Mixtral,113,12,1,2,0.096
MixtralExpert,102,19,5,2,0.15702479338842976
Phi,121,1,6,0,0.00819672131147541
