blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
CodeLlama,20,4,40,64,0.16666666666666666
Gemma,98,12,9,9,0.10909090909090909
GPT4o,103,23,0,2,0.18253968253968253
Mixtral,123,2,2,1,0.016
MixtralExpert,115,6,7,0,0.049586776859504134
Phi,122,0,6,0,0.0
