blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
CodeLlama,10,14,31,73,0.5833333333333334
Gemma,98,12,10,8,0.10909090909090909
GPT4o,0,126,0,2,1.0
Mixtral,107,18,1,2,0.144
MixtralExpert,106,15,5,2,0.12396694214876033
Phi,122,0,6,0,0.0
