blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
CodeLlama,20,4,60,44,0.16666666666666666
Gemma,110,0,18,0,0.0
GPT4o,122,4,1,1,0.031746031746031744
Mixtral,118,7,3,0,0.056
MixtralExpert,111,10,7,0,0.08264462809917356
Phi,122,0,6,0,0.0
