blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
CodeLlama,14,10,42,62,0.4166666666666667
Gemma,106,4,16,2,0.03636363636363636
GPT4o,123,3,1,1,0.023809523809523808
Mixtral,121,4,3,0,0.032
MixtralExpert,120,1,7,0,0.008264462809917356
Phi,122,0,5,1,0.0
