blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
CodeLlama,17,7,34,70,0.2916666666666667
Gemma,109,1,16,2,0.00909090909090909
GPT4o,90,36,1,1,0.2857142857142857
Mixtral,111,14,2,1,0.112
MixtralExpert,115,6,7,0,0.049586776859504134
Phi,117,5,6,0,0.040983606557377046
