blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
CodeLlama,7,17,20,84,0.7083333333333334
Gemma,108,2,15,3,0.01818181818181818
GPT4o,119,7,1,1,0.05555555555555555
Mixtral,123,2,2,1,0.016
MixtralExpert,115,6,5,2,0.049586776859504134
Phi,122,0,6,0,0.0
