blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
CodeLlama,23,1,67,37,0.041666666666666664
Gemma,95,15,10,8,0.13636363636363635
GPT4o,100,26,1,1,0.20634920634920634
Mixtral,114,11,2,1,0.088
MixtralExpert,119,2,5,2,0.01652892561983471
Phi,122,0,5,1,0.0
