blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
CodeLlama,11,13,19,85,0.5416666666666666
Gemma,81,29,7,11,0.2636363636363636
GPT4o,78,48,1,1,0.38095238095238093
Mixtral,114,11,3,0,0.088
MixtralExpert,117,4,7,0,0.03305785123966942
Phi,122,0,6,0,0.0
