blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
CodeLlama,10,14,14,90,0.5833333333333334
Gemma,58,52,4,14,0.4727272727272727
GPT4o,117,9,1,1,0.07142857142857142
Mixtral,116,9,2,1,0.072
MixtralExpert,105,16,6,1,0.1322314049586777
Phi,122,0,6,0,0.0
