blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
CodeLlama,2,22,7,97,0.9166666666666666
Gemma,82,28,5,13,0.2545454545454545
GPT4o,125,1,1,1,0.007936507936507936
Mixtral,108,17,1,2,0.136
MixtralExpert,109,12,6,1,0.09917355371900827
Phi,120,2,5,1,0.01639344262295082
