blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
CodeLlama,22,5,58,43,0.18518518518518517
Gemma,106,12,3,7,0.1016949152542373
GPT4o,84,42,1,1,0.3333333333333333
Mixtral,111,17,0,0,0.1328125
MixtralExpert,116,12,0,0,0.09375
Phi,125,2,1,0,0.015748031496062992
