blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
CodeLlama,11,16,11,90,0.5925925925925926
Gemma,108,10,6,4,0.0847457627118644
GPT4o,0,126,0,2,1.0
Mixtral,127,1,0,0,0.0078125
MixtralExpert,126,2,0,0,0.015625
Phi,127,0,1,0,0.0
