blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
CodeLlama,16,11,31,70,0.4074074074074074
Gemma,69,49,1,9,0.4152542372881356
GPT4o,121,5,1,1,0.03968253968253968
Mixtral,121,7,0,0,0.0546875
MixtralExpert,124,4,0,0,0.03125
Phi,127,0,1,0,0.0
