blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
CodeLlama,8,19,17,84,0.7037037037037037
Gemma,115,3,9,1,0.025423728813559324
GPT4o,117,9,1,1,0.07142857142857142
Mixtral,111,17,0,0,0.1328125
MixtralExpert,117,11,0,0,0.0859375
Phi,127,0,1,0,0.0
